time,gaze_target,left.pupil_diameter_mm,right.pupil_diameter_mm
493.218,Screen_95,3.1282810000000003,3.178009
493.239,Screen_95,3.139206,3.207199
493.262,Screen_95,3.15892,3.194626
493.284,Screen_95,3.165176,3.151505
493.307,Screen_95,3.1741330000000003,3.154602
493.329,Screen_95,3.179626,3.154984
493.353,Screen_95,3.193192,3.041489
493.376,Screen_95,3.161118,3.229172
493.396,Screen_95,3.195496,3.108047
493.42,Screen_95,3.253387,3.163879
493.44,Screen_95,3.185471,3.124466
493.463,Screen_95,3.135834,3.100891
493.485,Screen_95,3.102859,3.103546
493.506,Screen_95,3.086609,3.106705
493.528,Screen_95,3.080429,3.052979
493.547,Screen_95,3.16066,3.105972
493.569,Screen_95,3.0619810000000003,3.131088
493.588,Screen_95,3.066727,3.106537
493.611,Screen_95,3.044357,3.099594
493.631,Screen_95,3.070923,3.117264
493.653,Screen_95,3.07074,3.139023
493.677,Screen_95,3.110123,3.152924
493.698,Screen_95,3.192734,3.167862
493.722,Screen_95,3.181793,3.084869
493.745,Screen_95,3.153412,3.133514
493.773,Screen_95,3.157639,3.124069
493.795,Screen_95,3.156616,3.124908
493.817,Screen_95,3.210571,3.146225
493.839,Screen_95,3.13623,3.158417
493.86300000000006,Screen_95,3.182373,3.156067
493.886,Screen_95,3.172241,3.097839
493.908,Screen_95,3.153748,3.031326
493.931,Screen_95,3.100113,3.0763700000000003
493.954,Screen_95,3.12323,3.043259
493.982,Screen_95,3.169235,3.075287
494.004,Screen_95,3.116409,3.075027
494.027,Screen_95,3.136826,3.107346
494.048,Screen_95,3.112198,3.080261
494.071,Screen_95,3.201202,3.076584
494.095,Screen_95,3.132095,3.094742
494.116,Screen_95,3.221527,3.066635
494.138,Screen_95,3.271851,2.986984
494.162,Screen_95,3.216293,3.205521
494.184,Screen_95,3.226318,3.237305
494.205,Screen_95,3.275726,3.300323
494.228,Screen_95,3.2771449999999995,3.2527310000000003
494.251,Screen_95,3.3361050000000003,3.170135
494.271,Screen_95,3.343002,3.2042080000000004
494.293,Screen_95,3.353607,3.194016
494.316,Screen_95,3.3975370000000003,3.155533
494.337,Screen_95,3.236069,3.153305
494.36,Screen_95,3.4033050000000005,3.232574
494.382,Screen_95,3.400879,3.228043
494.404,Screen_95,3.4034120000000003,3.227936
494.426,Screen_95,3.406677,3.243942
494.449,Screen_95,3.362579,3.243729
494.47,Screen_95,3.391968,3.249298
494.49300000000005,Screen_95,3.400253,3.2484740000000003
494.515,Screen_95,3.439102,3.300323
494.537,Screen_95,3.0836330000000003,2.818573
494.649,Screen_95,3.373642,2.272659
494.671,Screen_95,3.391022,3.007568
494.694,Screen_95,3.2656560000000003,3.227127
494.717,Screen_95,3.426422,3.289917
494.737,Screen_95,3.354111,3.377777
494.76,Screen_95,3.337082,3.280624
494.782,Screen_95,3.3451690000000003,3.354965
494.805,Screen_95,3.380127,3.411407
494.827,Screen_95,3.393448,3.3888550000000004
494.849,Screen_95,3.3843690000000004,3.442093
494.872,Screen_95,3.387772,3.308472
494.894,Screen_95,3.394699,3.305161
494.918,Screen_95,3.463715,3.322998
494.939,Screen_95,3.540634,3.334534
494.962,Screen_95,3.536835,3.335449
494.986,Screen_95,3.550095,3.320938
495.007,Screen_95,3.555756,3.350006
495.03,Screen_95,3.554886,3.3574980000000005
495.052,Screen_95,3.5639190000000003,3.3853910000000003
495.075,Screen_95,3.571915,3.459305
495.098,Screen_95,3.571518,3.499756
495.12,Screen_95,3.570953,3.5224
495.144,Screen_95,3.415176,3.452515
495.165,Screen_95,3.554825,3.473434
495.187,Screen_95,3.553757,3.486832
495.211,Screen_95,3.532043,3.475204
495.23,Screen_95,3.530945,3.477539
495.253,Screen_95,3.531876,3.4748080000000003
495.274,Screen_95,3.534653,3.479904
495.296,Screen_95,3.5358730000000005,3.467911
495.319,Screen_95,3.533493,3.473465
495.339,Screen_95,3.5350040000000003,3.4737089999999995
495.362,Screen_95,3.538574,3.465439
495.385,Screen_95,3.5365300000000004,3.468414
495.405,Screen_95,3.502197,3.469894
495.42800000000005,Screen_95,3.491425,3.469727
495.449,Screen_95,3.492996,3.461395
495.472,Screen_95,3.382385,3.498093
495.494,Screen_95,3.4309540000000003,3.531342
495.515,Screen_95,3.433243,3.517914
495.537,Screen_95,3.445374,3.518219
495.56,Screen_95,3.44957,3.5065160000000004
495.58,Screen_95,3.448318,3.498444
495.604,Screen_95,3.448395,3.489853
495.625,Screen_95,3.449326,3.4544980000000005
495.649,Screen_95,3.46109,3.449265
495.671,Screen_95,3.466339,3.436157
495.693,Screen_95,3.472397,3.4290769999999995
495.715,Screen_95,3.4570769999999995,3.383789
495.737,Screen_95,3.4409940000000003,3.35112
495.759,Screen_95,3.465012,3.45784
495.781,Screen_95,3.467667,3.446121
495.805,Screen_95,3.45816,3.442154
495.827,Screen_95,3.466156,3.450241000000001
495.849,Screen_95,3.464203,3.46109
495.872,Screen_95,3.4785,3.4649660000000004
495.896,Screen_95,3.478592,3.437836
495.916,Screen_95,3.451828,3.3016970000000003
495.939,Screen_95,3.4805300000000003,3.292725
495.962,Screen_95,3.478378,3.337326
495.986,Screen_95,3.435654,3.346313
496.008,Screen_95,3.399506,3.29332
496.029,Screen_95,3.420395,3.293228
496.054,Screen_95,3.4118190000000004,3.307922
496.077,Screen_95,3.396606,3.312408
496.099,Screen_95,3.412506,3.317856
496.121,Screen_95,3.400894,3.305206
496.143,Screen_95,3.411514,3.306061
496.163,Screen_95,3.417465,3.313675
496.187,Screen_95,3.484344,3.3083339999999994
496.209,Screen_95,3.427582,3.398102
496.231,Screen_95,3.06842,2.915009
496.296,Screen_95,2.907654,2.384018
496.319,Screen_95,3.3942870000000003,3.119949
496.342,Screen_95,3.2792510000000004,3.340347
496.36300000000006,Screen_95,3.434708,3.281799
496.385,Screen_95,3.457611,3.396469
496.406,Screen_95,3.432144,3.25116
496.42800000000005,Screen_95,3.375046,3.266235
496.451,Screen_95,3.34726,3.304962
496.473,Screen_95,3.419861,3.32399
496.496,Screen_95,3.509949,3.2902370000000003
496.518,Screen_95,3.410324,3.50946
496.54,FrontWall,3.4621120000000003,3.758942
496.562,FrontWall,3.498535,3.531479
496.585,FrontWall,3.539703,3.326508
496.606,FrontWall,3.501068,3.320099
496.628,FrontWall,3.4832,3.255173
496.65,FrontWall,3.5605620000000004,3.335709
496.73800000000006,FrontWall,3.306885,2.907364
496.761,FrontWall,3.535446,3.340302
496.782,FrontWall,3.3633269999999995,3.3019870000000004
496.804,FrontWall,3.3507839999999995,3.383957
496.827,FrontWall,3.347992,3.353134
496.846,FrontWall,3.3112790000000003,3.344788
496.869,FrontWall,3.295547,3.318924
496.89,FrontWall,3.342896,3.259674
496.915,FrontWall,3.356232,3.302719
496.936,FrontWall,3.321991,3.3351900000000003
496.958,FrontWall,3.347153,3.338181
496.98,FrontWall,3.332352,3.336975
497.006,FrontWall,3.375961,3.342728
497.029,FrontWall,3.393753,3.346161
497.05300000000005,FrontWall,3.376328,3.417496
497.076,FrontWall,3.4149480000000003,3.320526
497.099,FrontWall,3.531113,3.245926
497.121,FrontWall,3.530182,3.267441
497.144,FrontWall,3.514984,3.286133
497.166,FrontWall,3.409958,3.243271
497.1880000000001,FrontWall,3.4582980000000005,3.263382
497.211,FrontWall,3.282013,2.945236
497.298,Screen_95,2.376175,3.53006
497.321,Screen_95,3.2910160000000004,2.919998
497.342,Screen_95,3.4717860000000003,3.38327
497.364,Screen_95,3.415359,3.344284
497.386,Screen_95,3.3989870000000004,3.598282
497.409,Screen_95,3.39151,3.4364470000000003
497.431,Screen_95,3.358093,3.3651120000000003
497.454,Screen_95,3.356934,3.245621
497.476,Screen_95,3.372208,3.44516
497.496,Screen_95,3.313797,3.357086
497.519,Screen_95,3.351074,3.353088
497.541,Screen_95,3.345032,3.3440550000000004
497.5630000000001,Screen_95,3.389069,3.383255
497.586,Screen_95,3.389496,3.364502
497.606,Screen_95,3.4079589999999995,3.373108
497.629,Screen_95,3.427948,3.381088
497.651,Screen_95,3.438889,3.3750760000000004
497.673,Screen_95,3.460526,3.377243
497.695,Screen_95,3.518158,3.345901
497.718,Screen_95,3.547607,3.400299
497.739,Screen_95,2.955124,4.386948
497.852,Screen_95,3.6035,3.3239440000000005
497.876,Screen_95,3.337097,3.378204
497.897,Screen_95,3.388367,3.446884
497.919,Screen_95,3.514786,3.457733
497.942,Screen_95,3.416718,3.409149
497.963,Screen_95,3.403748,3.402313
497.987,Screen_95,3.4021,3.39209
498.01,Screen_95,3.394196,3.4008480000000003
498.031,Screen_95,3.370514,3.401245
498.05300000000005,Screen_95,3.3686830000000003,3.384979
498.076,Screen_95,3.36261,3.408768
498.097,Screen_95,3.362747,3.406067
498.12,Screen_95,3.232513,3.398422
498.143,Screen_95,3.438492,3.015167
498.275,Screen_95,3.131943,3.347488
498.295,FrontWall,3.228073,3.362579
498.319,FrontWall,3.361954,3.342941
498.339,FrontWall,3.2896730000000005,3.358978
498.362,FrontWall,3.274445,3.310532
498.385,FrontWall,3.24115,3.3031620000000004
498.405,FrontWall,3.239136,3.281311
498.42800000000005,FrontWall,3.249619,3.292068
498.45,FrontWall,3.259628,3.2929690000000003
498.473,FrontWall,3.26091,3.289658
498.496,FrontWall,3.275864,3.289536
498.517,FrontWall,3.283432,3.294418
498.538,FrontWall,3.287903,3.306137
498.5630000000001,FrontWall,3.287491,3.322479
498.585,FrontWall,3.322464,3.321884
498.607,CartoonTeacher,3.330368,3.308853
498.629,CartoonTeacher,3.347916000000001,3.3205720000000003
498.651,CartoonTeacher,3.347961,3.326721
498.674,FrontWall,3.357422,3.333511
498.694,FrontWall,3.359726,3.347198
498.718,FrontWall,3.369949,3.37056
498.73800000000006,FrontWall,3.3863830000000004,3.361557
498.762,FrontWall,3.37796,3.352844
498.785,FrontWall,3.3918,3.357651
498.8080000000001,FrontWall,3.39325,3.3502660000000004
498.829,FrontWall,3.376846,3.355835
498.852,FrontWall,3.353546,3.4208830000000003
498.8730000000001,FrontWall,2.928329,2.807449
498.962,FrontWall,2.256866,3.199249
498.985,FrontWall,3.3612370000000005,2.982666
499.009,FrontWall,3.310043,3.114395
499.03,FrontWall,3.305649,3.269333
499.05300000000005,FrontWall,3.196594,3.141159
499.075,FrontWall,3.241928,3.21846
499.095,FrontWall,3.255814,3.24823
499.119,FrontWall,3.229553,3.225632
499.141,FrontWall,3.236176,3.1885830000000004
499.163,FrontWall,3.239471,3.149796
499.186,FrontWall,3.232834,3.153961
499.208,FrontWall,3.234207,3.200089
499.23,FrontWall,3.233261,3.261612
499.252,FrontWall,3.232498,3.26384
499.276,FrontWall,3.270477,3.259995
499.296,FrontWall,3.2897800000000004,3.242325
499.319,FrontWall,3.3069610000000003,3.244019
499.341,FrontWall,3.327744,3.252136
499.36300000000006,FrontWall,3.356384,3.248322
499.385,FrontWall,3.3567050000000003,3.285828
499.406,FrontWall,3.360519,3.27771
499.42800000000005,FrontWall,3.3796690000000003,3.292786
499.449,FrontWall,3.384949,3.293152
499.472,FrontWall,3.384491,3.282089
499.494,FrontWall,3.377563,3.267273
499.515,FrontWall,3.371368,3.266846
499.537,FrontWall,3.370773,3.266937
499.5580000000001,FrontWall,3.361313,3.2668
499.582,FrontWall,3.3374940000000004,3.261261
499.601,FrontWall,3.31427,3.181259
499.6230000000001,FrontWall,3.279724,3.259644
499.737,FrontWall,2.290512,2.355759
499.759,FrontWall,3.26062,3.152344
499.783,FrontWall,3.217865,3.302277
499.8080000000001,FrontWall,3.223923,3.182678
499.829,FrontWall,3.158691,3.19725
499.851,FrontWall,3.174011,3.215057
499.872,FrontWall,3.167465,3.205032
499.895,FrontWall,3.113388,3.185532
499.917,FrontWall,3.182236,3.124359
499.937,FrontWall,3.229294,3.209824
499.962,FrontWall,3.217819,3.20549
499.981,FrontWall,3.241547,3.202835
500.003,FrontWall,3.240219,3.204468
500.023,FrontWall,3.242126,3.204102
500.046,FrontWall,3.249908,3.204941
500.068,FrontWall,3.256668,3.208572
500.09,FrontWall,3.314072,3.215073
500.112,FrontWall,3.336365,3.220749
500.135,FrontWall,3.369415,3.207489
500.156,FrontWall,3.348221,3.20163
500.179,FrontWall,3.346512,3.205658
500.201,FrontWall,3.3639370000000004,3.223663
500.222,FrontWall,3.301529,3.282211
500.246,FrontWall,3.337814,3.247665
500.268,Screen_95,3.3182980000000004,3.294022
500.29,Screen_95,3.377975,3.302139
500.312,Screen_95,3.402039,3.225204
500.335,Screen_95,3.357971,3.3188480000000005
500.356,Screen_95,3.378693,3.269867
500.379,Screen_95,3.331497,3.28743
500.403,Screen_95,3.438446,3.3473660000000005
500.425,Screen_95,3.394196,3.372452
500.447,Screen_95,3.401474,3.372147
500.469,Screen_95,3.399353,3.372009
500.491,Screen_95,3.3741760000000003,3.361053
500.512,Screen_95,3.38121,3.3518980000000003
500.536,Screen_95,3.3763730000000005,3.35321
500.557,Screen_95,3.363205,3.339249
500.581,Screen_95,3.348892,3.329071
500.602,Screen_95,3.342285,3.3285370000000003
500.6230000000001,Screen_95,3.3420410000000005,3.296036
500.646,Screen_95,3.244919,3.3350370000000003
500.668,Screen_95,3.24437,3.236267
500.689,Screen_95,3.301788,3.299454
500.713,Screen_95,3.3085480000000005,3.264267
500.736,Screen_95,3.260971,3.346436
500.76,FrontWall,3.130112,3.293228
500.781,FrontWall,3.284607,3.358261
500.804,FrontWall,3.34436,3.2742310000000003
500.896,FrontWall,3.277252,3.023026
500.918,FrontWall,3.402115,3.2263490000000004
500.94,FrontWall,3.279129,3.273895
500.961,FrontWall,3.249985,3.259293
500.984,FrontWall,3.161255,3.461349
501.004,FrontWall,3.217834,3.5680080000000003
501.028,FrontWall,3.28186,3.380432
501.048,FrontWall,3.2835690000000004,3.367874
501.07,FrontWall,3.265137,3.359436
501.091,FrontWall,3.2539830000000003,3.3632660000000003
501.11300000000006,FrontWall,3.25322,3.370789
501.136,FrontWall,3.252213,3.376663
501.157,FrontWall,3.381134,3.269714
501.18,FrontWall,3.296326,3.367065
501.27,FrontWall,3.398285,2.992737
501.292,FrontWall,3.414276,3.3671260000000003
501.312,FrontWall,3.306274,3.356201
501.336,FrontWall,3.30632,3.211868
501.359,FrontWall,3.242035,3.278458
501.38,FrontWall,3.308868,3.282166
501.401,FrontWall,3.3153080000000004,3.267914
501.423,FrontWall,3.3111269999999995,3.2858120000000004
501.447,FrontWall,3.30957,3.3333129999999995
501.469,FrontWall,3.308182,3.352478
501.491,FrontWall,3.3106230000000005,3.3238830000000004
501.512,FrontWall,3.315796,3.328384
501.536,FrontWall,3.326843,3.284042
501.557,FrontWall,3.331314,3.274277
501.579,FrontWall,3.352386,3.253403
501.602,FrontWall,3.382492,3.3071589999999995
501.625,FrontWall,3.088531,4.839233
501.714,SM_Blackboard_Schiene_low_99,3.209885,1.355652
501.736,SM_Blackboard_Schiene_low_99,3.2919620000000003,2.768723
501.759,FrontWall,3.283478,3.320938
501.78,FrontWall,3.233887,3.3785550000000004
501.804,FrontWall,3.3478550000000005,3.3317410000000005
501.827,FrontWall,3.3098300000000003,3.314972
501.851,FrontWall,3.314438,3.307632
501.871,FrontWall,3.234818,3.287796
501.895,FrontWall,3.278671,3.290405
501.919,FrontWall,3.243622,3.255417
501.94,FrontWall,3.242035,3.27533
501.967,FrontWall,3.30481,3.3582
502.001,FrontWall,3.3506160000000005,3.320526
502.035,FrontWall,3.36058,3.277969
502.068,FrontWall,3.369843,3.290634
502.101,CartoonTeacher,3.367188,3.282104
502.134,CartoonTeacher,3.36615,3.2893830000000004
502.168,CartoonTeacher,3.363693,3.2793730000000005
502.201,FrontWall,3.296036,3.307907
502.334,CartoonTeacher,3.119019,2.597794
502.367,CartoonTeacher,3.132751,3.068054
502.4,SM_Blackboard_Schiene_low_99,3.128845,3.264008
502.435,SM_Blackboard_Tafel_unten_low_101,3.179199,3.231842
502.468,SM_Blackboard_Schiene_low_99,3.068405,3.177673
502.5,SM_Blackboard_Schiene_low_99,3.125137,3.172928
502.534,SM_Blackboard_Schiene_low_99,3.241486,3.01178
502.568,SM_Blackboard_Tafel_unten_low_101,3.222473,3.225189
502.601,CartoonTeacher,3.2155,3.3042910000000005
502.634,CartoonTeacher,3.248642,3.343842
502.667,CartoonTeacher,3.230789,3.331924
502.7,CartoonTeacher,3.235031,3.336502
502.722,CartoonTeacher,3.234665,3.334579
502.745,CartoonTeacher,3.235962,3.337845
502.767,CartoonTeacher,3.256027,3.337997
502.79,CartoonTeacher,3.266693,3.339264
502.8130000000001,CartoonTeacher,3.222824,3.239288
502.836,FrontWall,3.309158,3.263977
502.857,FrontWall,3.231506,3.185684
502.879,FrontWall,3.274521,3.201843
502.901,FrontWall,3.273315,3.19902
502.922,FrontWall,3.286179,3.205444
502.945,FrontWall,3.2724,3.231064
502.967,FrontWall,3.271469,3.213058
502.99,FrontWall,3.275574,3.199997
503.012,FrontWall,3.277161,3.176346
503.033,FrontWall,3.274567,3.175339
503.056,FrontWall,3.272034,3.165894
503.079,FrontWall,3.250336,3.159485
503.1,FrontWall,3.239761,3.159714
503.125,FrontWall,3.219025,3.166214
503.145,FrontWall,3.213882,3.171555
503.166,FrontWall,3.198364,3.171387
503.191,FrontWall,3.199722,3.171371
503.215,FrontWall,3.198868,3.14502
503.237,FrontWall,3.204132,3.145081
503.261,SM_Blackboard_Schiene_low_99,3.206467,3.1408080000000003
503.284,SM_Blackboard_Schiene_low_99,3.211548,3.140121
503.305,SM_Blackboard_Schiene_low_99,3.21492,3.143311
503.328,SM_Blackboard_Schiene_low_99,3.240051,3.141586
503.35,SM_Blackboard_Schiene_low_99,3.240799,3.076965
503.372,FrontWall,3.199982,3.154831
503.394,FrontWall,3.1880040000000003,3.174469
503.416,FrontWall,3.204773,3.166245
503.4380000000001,FrontWall,3.220184,3.166412
503.46,FrontWall,3.208176,3.168152
503.483,FrontWall,3.229187,3.198227
503.592,FrontWall,3.302887,2.349854
503.615,FrontWall,3.238678,3.125092
503.635,FrontWall,3.255814,3.138809
503.658,FrontWall,3.20343,3.122589
503.677,FrontWall,3.263306,3.142944
503.699,FrontWall,3.302109,3.091064
503.721,FrontWall,3.1885220000000003,3.131042
503.74300000000005,FrontWall,3.267685,3.144455
503.766,FrontWall,3.222351,3.136368
503.788,FrontWall,3.22142,3.131317
503.81,FrontWall,3.226837,3.123581
503.832,FrontWall,3.225861,3.117157
503.855,FrontWall,3.227997,3.126144
503.879,FrontWall,3.243835,3.141373
503.902,FrontWall,3.252869,3.144852
503.923,FrontWall,3.253403,3.171234
503.944,FrontWall,3.250412,3.178696
503.967,FrontWall,3.24675,3.207657
503.98800000000006,FrontWall,3.240463,3.206955
504.013,FrontWall,3.238541,3.201721
504.034,FrontWall,3.238525,3.200211
504.056,FrontWall,3.235916,3.187668
504.078,FrontWall,3.238266,3.187576
504.099,FrontWall,3.2333830000000003,3.18515
504.122,FrontWall,3.233368,3.186081
504.144,FrontWall,3.2806550000000003,3.209015
504.167,FrontWall,3.237793,3.21994
504.255,FrontWall,2.964951,2.47316
504.279,FrontWall,3.107895,2.80188
504.302,FrontWall,3.131409,3.1298220000000003
504.327,FrontWall,3.277847,3.086533
504.349,FrontWall,3.2825620000000004,3.176071
504.371,FrontWall,3.249344,3.142715
504.394,FrontWall,3.256516,3.147949
504.418,FrontWall,3.278061,3.115356
504.441,FrontWall,3.281464,3.135025
504.461,FrontWall,3.230484,3.14061
504.484,FrontWall,3.255676,3.1288150000000003
504.506,FrontWall,3.274017,3.156525
504.526,FrontWall,3.2742,3.158936
504.55,FrontWall,3.280869,3.1280360000000003
504.572,FrontWall,3.284927,3.146408
504.593,FrontWall,3.288467,3.1548
504.614,FrontWall,3.288574,3.159668
504.635,FrontWall,3.288818,3.1754
504.657,FrontWall,3.293442,3.192017
504.67800000000005,FrontWall,3.289047,3.196442
504.7,FrontWall,3.268021,3.196457
504.721,FrontWall,3.256851,3.198669
504.744,FrontWall,3.256317,3.198761
504.767,FrontWall,3.266373,3.0942380000000003
504.789,FrontWall,3.256073,3.1272740000000003
504.811,FrontWall,3.256134,3.121323
504.832,FrontWall,3.240387,3.108124
504.856,FrontWall,3.163269,3.162109
504.878,FrontWall,3.252655,3.06575
504.899,FrontWall,2.816101,2.529831
505.034,SM_Blackboard_Schiene_low_99,3.112137,3.306107
505.055,SM_Blackboard_Schiene_low_99,3.152527,2.771515
505.078,SM_Blackboard_Schiene_low_99,3.150177,3.057358
505.099,CartoonTeacher,3.130264,3.084564
505.121,CartoonTeacher,3.153824,3.062271
505.144,SM_Blackboard_Schiene_low_99,3.238953,3.018509
505.166,SM_Blackboard_Schiene_low_99,3.26445,3.022263
505.19,CartoonTeacher,3.181992,3.0910490000000004
505.211,CartoonTeacher,3.063293,3.101791
505.235,Screen_95,3.095398,3.071487
505.258,Screen_95,3.053055,3.111191
505.28,Screen_95,3.082138,3.109222
505.302,Screen_95,3.124115,3.0954900000000003
505.325,Screen_95,3.147583,3.1099240000000004
505.349,Screen_95,3.156296,3.114182
505.371,Screen_95,3.197968,3.149689
505.394,Screen_95,3.210037,3.150864
505.417,Screen_95,3.227585,3.167007
505.44,Screen_95,3.239578,3.17804
505.461,Screen_95,3.235916,3.178802
505.484,Screen_95,3.268753,3.115021
505.504,Screen_95,3.20488,3.066681
505.526,SM_Blackboard_Schiene_low_99,3.1754,2.981476
505.548,SM_Blackboard_Schiene_low_99,3.164764,3.089767
505.57,SM_Blackboard_Schiene_low_99,3.178757,3.111084
505.591,SM_Blackboard_Schiene_low_99,3.178391,3.100906
505.611,SM_Blackboard_Schiene_low_99,3.16684,3.098129
505.633,SM_Blackboard_Schiene_low_99,3.152039,3.097702
505.656,SM_Blackboard_Schiene_low_99,3.155716,3.09491
505.677,SM_Blackboard_Schiene_low_99,3.150314,3.093872
505.7,SM_Blackboard_Schiene_low_99,3.148682,3.078217
505.722,SM_Blackboard_Schiene_low_99,3.153091,3.073273
505.74300000000005,SM_Blackboard_Schiene_low_99,3.156937,3.060684
505.766,SM_Blackboard_Schiene_low_99,3.133957,3.041855
505.788,SM_Blackboard_Schiene_low_99,3.014709,3.170105
505.81,SM_Blackboard_Schiene_low_99,3.144135,3.114761
505.966,CartoonTeacher,2.980682,2.378326
505.98800000000006,CartoonTeacher,3.058548,2.9874110000000003
506.01,CartoonTeacher,3.040512,3.0090790000000003
506.033,CartoonTeacher,3.1454470000000003,3.100327
506.055,CartoonTeacher,3.152908,3.12645
506.078,CartoonTeacher,3.181717,3.22728
506.1,CartoonTeacher,3.159241,3.096695
506.122,CartoonTeacher,3.1260380000000003,3.168594
506.145,CartoonTeacher,3.112167,3.153427
506.166,CartoonTeacher,3.146973,3.186417
506.1880000000001,CartoonTeacher,3.157364,3.214432
506.211,CartoonTeacher,3.157578,3.223801
506.234,CartoonTeacher,3.1651,3.228241
506.257,CartoonTeacher,3.172516,3.231186
506.278,CartoonTeacher,3.173004,3.250412
506.302,CartoonTeacher,3.1938020000000003,3.267548
506.326,CartoonTeacher,3.215073,3.3016050000000003
506.35,CartoonTeacher,3.216385,3.318909
506.371,CartoonTeacher,3.239685,3.342194
506.394,CartoonTeacher,3.252518,3.351379
506.416,CartoonTeacher,3.465378,3.421753
506.436,CartoonTeacher,3.482529,3.367722
506.459,CartoonTeacher,3.463654,3.43338
506.479,CartoonTeacher,3.511993,3.3822019999999995
506.501,CartoonTeacher,3.4758910000000003,3.3923650000000003
506.524,CartoonTeacher,3.459793,3.3941800000000004
506.544,CartoonTeacher,3.4656519999999995,3.404922
506.564,CartoonTeacher,3.426224,3.395767
506.588,CartoonTeacher,3.397903,3.3946690000000004
506.609,CartoonTeacher,3.4560699999999995,3.393768
506.631,CartoonTeacher,3.402939,3.381317
506.653,CartoonTeacher,3.398865,3.331573
506.676,CartoonTeacher,3.3958129999999995,3.2855830000000004
506.698,CartoonTeacher,3.341339,3.2860410000000004
506.72,CartoonTeacher,3.385422,3.214035
506.742,CartoonTeacher,3.3199620000000003,3.144943
506.764,CartoonTeacher,2.352051,2.37854
506.898,CartoonTeacher,3.047989,2.786453
506.92,CartoonTeacher,3.230453,3.054062
506.943,CartoonTeacher,3.292648,3.239685
506.964,CartoonTeacher,3.165848,3.235809
506.986,CartoonTeacher,3.19696,3.238068
507.009,CartoonTeacher,3.159241,3.255203
507.03,CartoonTeacher,3.267487,3.271515
507.054,CartoonTeacher,3.251923,3.288986
507.076,CartoonTeacher,3.237595,3.2892300000000003
507.099,CartoonTeacher,3.2338560000000003,3.300461
507.121,CartoonTeacher,3.236282,3.3172300000000003
507.143,CartoonTeacher,3.236389,3.3229370000000005
507.165,CartoonTeacher,3.234421,3.337219
507.1880000000001,CartoonTeacher,3.236008,3.419174
507.211,CartoonTeacher,3.337509,3.356293
507.234,CartoonTeacher,3.3549800000000003,3.432785
507.256,CartoonTeacher,3.3531800000000005,3.381271
507.278,CartoonTeacher,3.368713,3.365402
507.30300000000005,CartoonTeacher,3.384033,3.390656
507.326,CartoonTeacher,3.3844760000000003,3.391296
507.351,CartoonTeacher,3.370193,3.393356
507.3730000000001,CartoonTeacher,3.386429,3.3887629999999995
507.395,CartoonTeacher,3.386078,3.3831330000000004
507.417,CartoonTeacher,3.368149,3.362213
507.443,CartoonTeacher,3.363586,3.360214
507.476,CartoonTeacher,3.3070980000000003,3.380157
507.51,CartoonTeacher,3.271957,3.275803
507.544,CartoonTeacher,3.269714,3.3304440000000004
507.577,CartoonTeacher,3.270981,3.319138
507.609,CartoonTeacher,3.265747,3.314453
507.642,CartoonTeacher,3.2651060000000003,3.299957
507.676,CartoonTeacher,3.250519,3.291931
507.709,CartoonTeacher,3.251007,3.268341
507.74300000000005,CartoonTeacher,3.244797,3.219513
507.876,CartoonTeacher,3.166473,3.154968
507.91,CartoonTeacher,3.272949,3.4078980000000003
507.943,CartoonTeacher,3.338074,3.245499
507.976,FrontWall,3.292358,3.2543330000000004
508.009,FrontWall,3.210419,3.182663
508.042,FrontWall,3.145081,3.184067
508.077,FrontWall,3.216965,3.107498
508.11,FrontWall,3.276886,3.261032
508.143,FrontWall,3.3040010000000004,3.253922
508.177,FrontWall,3.294373,3.25351
508.198,FrontWall,3.297913,3.256561
508.22,FrontWall,3.30127,3.259018
508.244,FrontWall,3.303253,3.258011
508.266,FrontWall,3.297592,3.268112
508.288,FrontWall,3.2939300000000005,3.27655
508.31,FrontWall,3.2902980000000004,3.278351
508.332,FrontWall,3.2883,3.295761
508.354,FrontWall,3.28392,3.300018
508.376,CartoonTeacher,3.273315,3.299835
508.398,CartoonTeacher,3.261444,3.295898
508.42,CartoonTeacher,3.261612,3.270859
508.443,CartoonTeacher,3.254089,3.258392
508.465,CartoonTeacher,3.245392,3.248093
508.48800000000006,CartoonTeacher,3.245193,3.244247
508.509,CartoonTeacher,3.259064,3.255768
508.532,CartoonTeacher,3.259232,3.25148
508.555,CartoonTeacher,3.273529,3.26033
508.577,CartoonTeacher,3.273529,3.272095
508.6,FrontWall,3.277802,3.278442
508.62,FrontWall,3.279099,3.2791900000000003
508.643,SM_Blackboard_Schiene_low_99,3.282547,3.285477
508.667,SM_Blackboard_Schiene_low_99,3.291611,3.300522
508.6880000000001,SM_Blackboard_Schiene_low_99,3.292526,3.319229
508.71,SM_Blackboard_Schiene_low_99,3.2927699999999995,3.3210300000000004
508.733,SM_Blackboard_Schiene_low_99,3.3003690000000003,3.348465
508.755,SM_Blackboard_Schiene_low_99,3.311707,3.349884
508.778,SM_Blackboard_Schiene_low_99,3.305801,3.362015
508.802,SM_Blackboard_Schiene_low_99,3.320328,3.3768010000000004
508.825,FrontWall,3.326141,3.381882
508.845,SM_Blackboard_Schiene_low_99,3.3275300000000003,3.381241
508.87,SM_Blackboard_Schiene_low_99,3.3344730000000005,3.378784
