time,gaze_target,left.pupil_diameter_mm,right.pupil_diameter_mm
84.06,table23,3.321564,3.195618
84.09299999999999,table23,3.39679,3.2379
84.126,table23,3.350922,3.316574
84.16,FloorRightSide,2.971176,3.115295
84.194,chair15,2.96608,2.950439
84.227,chair15,3.280807,3.360641
84.32700000000001,chair15,3.766449,3.352615
84.36,chair15,3.314102,3.203476
84.39299999999999,FloorFront,2.986191,3.230957
84.426,FloorFront,3.164536,3.250809
84.46,FloorFront,3.226425,3.192871
84.495,chair15,3.2276,3.213318
84.527,FloorFront,3.316132,3.036118
84.54700000000001,FloorFront,3.208527,3.152374
84.57,table13,3.210159,3.194397
84.59299999999999,table13,3.257202,3.148209
84.616,table13,3.3049470000000003,3.076736
84.63799999999999,FloorFront,3.361603,3.147751
84.65899999999999,FloorFront,3.25856,3.089005
84.682,table13,3.307053,3.0884400000000003
84.704,table13,3.371292,3.142502
84.726,table13,3.310135,3.175446
84.74799999999999,FloorFront,3.263382,3.051727
84.77,FloorFront,3.183975,3.2053830000000003
84.792,FloorFront,3.107681,3.183929
84.815,FloorFront,3.204086,3.255356
84.838,FloorFront,3.302856,3.131638
84.859,FloorFront,3.342621,3.1945650000000003
84.881,FloorFront,3.236847,3.187912
84.904,FloorFront,3.2391970000000003,3.150482
84.925,FloorFront,3.347549,3.20787
84.948,table13,3.175278,3.234787
84.97,table13,3.27774,3.228958
84.993,CartoonTeacher,3.23027,3.205505
85.015,CartoonTeacher,3.230225,3.172134
85.037,CartoonTeacher,3.191559,3.169662
85.059,CartoonTeacher,3.218018,3.116135
85.083,CartoonTeacher,3.221664,3.110107
85.104,FrontWall,3.2146,3.111572
85.12700000000001,FrontWall,3.243286,3.155457
85.15,FrontWall,3.255905,3.148605
85.17200000000001,FrontWall,3.246414,3.161209
85.196,FrontWall,3.260483,3.09819
85.219,FrontWall,3.1972810000000003,2.5138700000000003
85.26299999999999,CartoonTeacher,2.1912990000000003,3.087952
85.287,CartoonTeacher,3.100601,3.029953
85.30799999999999,FrontWall,3.211533,3.227615
85.331,CartoonTeacher,3.16127,3.134506
85.353,FrontWall,3.1497040000000003,3.179886
85.376,FrontWall,3.168945,3.23558
85.397,FrontWall,3.219986,3.145142
85.42200000000001,FrontWall,3.099838,3.128708
85.448,FrontWall,3.228409,3.186386
85.471,FrontWall,3.132324,3.206619
85.494,FrontWall,3.200562,3.225937
85.51700000000001,FrontWall,3.190552,3.239655
85.54,FrontWall,3.287628,3.242966
85.56200000000001,FrontWall,3.3668370000000003,3.2542880000000003
85.583,FrontWall,3.372742,3.270004
85.60600000000001,Screen_95,3.341843,3.263306
85.62899999999999,FrontWall,3.425156,3.314117
85.65100000000001,FrontWall,3.3965910000000004,3.316422
85.67299999999999,FrontWall,3.401978,3.400833
85.696,FrontWall,3.415161,3.354446
85.71700000000001,FrontWall,3.416748,3.354935
85.73899999999999,FrontWall,3.4324800000000004,3.352325
85.762,FrontWall,3.488235,3.282013
85.78200000000001,FrontWall,3.503479,3.361588
85.805,FrontWall,3.406799,3.404953
85.82700000000001,FrontWall,3.468201,3.4198760000000004
85.848,FrontWall,3.400589,3.406876
85.87100000000001,FrontWall,3.448563,3.486511
85.89399999999999,FrontWall,3.453873,3.3614040000000003
85.956,FrontWall,2.570786,3.105469
85.976,FrontWall,3.479431,3.408203
85.99799999999999,FrontWall,3.487152,3.370956
86.02,FrontWall,3.463867,3.316956
86.042,FrontWall,3.369415,3.345428
86.064,FrontWall,3.3365940000000003,3.320435
86.087,FrontWall,3.433975,3.312897
86.11,FrontWall,3.4041900000000003,3.3990940000000003
86.132,FrontWall,3.41684,3.400665
86.155,FrontWall,3.3969120000000004,3.3172300000000003
86.176,Screen_95,3.349518,3.562851
86.199,Screen_95,3.354767,3.518875
86.22200000000001,Screen_95,3.3880160000000004,3.5223690000000003
86.243,Screen_95,3.473282,3.478821
86.265,Screen_95,3.51387,3.53447
86.285,Screen_95,3.53212,3.497025
86.30799999999999,Screen_95,3.55838,3.497208
86.33,Screen_95,3.53508,3.5132449999999995
86.353,Screen_95,3.498581,3.520309
86.374,Screen_95,3.562363,3.49913
86.397,Screen_95,3.505615,3.435226
86.41799999999999,Screen_95,3.47966,3.455688
86.441,CartoonTeacher,3.452316,3.447418
86.463,CartoonTeacher,3.455231,3.436615
86.484,CartoonTeacher,3.47345,3.4536290000000003
86.506,CartoonTeacher,3.447678,3.45195
86.52799999999999,CartoonTeacher,3.440628,3.454391
86.55,CartoonTeacher,3.4377440000000004,3.395065
86.572,CartoonTeacher,3.4370730000000003,3.395142
86.59200000000001,CartoonTeacher,3.437424,3.3955230000000003
86.613,CartoonTeacher,3.443878,3.39537
86.63600000000001,Screen_95,3.4967650000000003,3.318176
86.656,CartoonTeacher,3.545486,3.417816
86.679,CartoonTeacher,3.519775,3.314285
86.70100000000001,CartoonTeacher,3.498444,3.268295
86.72399999999999,CartoonTeacher,3.539261,3.362396
86.74600000000001,CartoonTeacher,3.425308,3.4192050000000003
86.76799999999999,Screen_95,3.434616000000001,3.398529
86.791,Screen_95,3.4624019999999995,3.38797
86.81200000000001,CartoonTeacher,3.452438,3.275558
86.835,CartoonTeacher,3.4437870000000004,3.304596
86.85700000000001,Screen_95,3.446854,3.30571
86.87899999999999,Screen_95,3.4437260000000003,3.244858
86.90100000000001,Screen_95,3.44899,3.278824
86.92299999999999,Screen_95,3.448761,3.303009
86.946,Screen_95,3.4351199999999995,3.288254
86.96799999999999,Screen_95,3.387421,3.235092
86.99,Screen_95,3.415863,3.232681
87.01299999999999,Screen_95,3.37207,3.255249
87.036,Screen_95,3.429138,3.302567
87.056,Screen_95,3.4973300000000003,3.266037
87.07799999999999,CartoonTeacher,3.433746,3.18663
87.101,CartoonTeacher,3.439285,3.2354580000000004
87.12299999999999,CartoonTeacher,3.4729,3.296371
87.148,CartoonTeacher,3.448807,3.255035
87.16799999999999,CartoonTeacher,3.3829800000000003,3.245972
87.19200000000001,CartoonTeacher,3.461441,3.096207
87.215,CartoonTeacher,3.337738,2.887375
87.28299999999999,CartoonTeacher,2.876907,2.039749
87.304,CartoonTeacher,3.398544,2.736572
87.329,CartoonTeacher,3.401672,3.339539
87.351,CartoonTeacher,3.3787230000000004,3.2398830000000003
87.37299999999999,CartoonTeacher,3.2817230000000004,3.157455
87.396,CartoonTeacher,3.245895,3.131836
87.41799999999999,CartoonTeacher,3.434967,3.2180020000000003
87.44,CartoonTeacher,3.464417,3.1617740000000003
87.463,CartoonTeacher,3.478256,3.189453
87.48299999999999,CartoonTeacher,3.5322720000000003,3.3228910000000003
87.505,CartoonTeacher,3.491074,3.247726
87.52799999999999,CartoonTeacher,3.473206,3.243668
87.54899999999999,CartoonTeacher,3.483292,3.2391970000000003
87.571,CartoonTeacher,3.460678,3.257935
87.59,CartoonTeacher,3.452377,3.385132
87.613,CartoonTeacher,3.48996,3.266571
87.634,CartoonTeacher,3.461975,3.3496550000000003
87.65700000000001,CartoonTeacher,3.443024,3.376999
87.679,CartoonTeacher,3.446991,3.3645940000000003
87.70299999999999,CartoonTeacher,3.451859,3.36853
87.72399999999999,CartoonTeacher,3.415451,3.425018
87.74600000000001,CartoonTeacher,3.3928830000000003,3.308273
87.76799999999999,SM_Blackboard_Tafel_unten_low_101,3.329056,3.550461
87.791,SM_Blackboard_Tafel_unten_low_101,3.30899,3.418915
87.81200000000001,SM_Blackboard_Tafel_unten_low_101,3.309387,3.396271
87.835,SM_Blackboard_Tafel_unten_low_101,3.410324,3.434708
87.85600000000001,SM_Blackboard_Tafel_unten_low_101,3.365189,3.4019470000000003
87.88,SM_Blackboard_Tafel_unten_low_101,3.3497160000000004,3.356354
87.902,SM_Blackboard_Tafel_unten_low_101,3.344208,3.368927
87.92399999999999,SM_Blackboard_Tafel_unten_low_101,3.4052580000000003,3.269867
87.946,SM_Blackboard_Tafel_unten_low_101,3.2774660000000004,3.340042
87.96799999999999,SM_Blackboard_Tafel_unten_low_101,3.3108370000000003,3.302322
87.99,SM_Blackboard_Tafel_unten_low_101,3.306,3.356735
88.01299999999999,SM_Blackboard_Tafel_unten_low_101,3.32283,3.373581
88.03399999999999,SM_Blackboard_Tafel_unten_low_101,3.354858,3.344208
88.056,SM_Blackboard_Tafel_unten_low_101,3.348679,3.4320980000000003
88.08,SM_Blackboard_Tafel_unten_low_101,3.34787,3.405121
88.101,SM_Blackboard_Tafel_unten_low_101,3.4188080000000003,3.4164730000000003
88.12299999999999,SM_Blackboard_Tafel_unten_low_101,3.339935,3.412704
88.146,SM_Blackboard_Tafel_unten_low_101,3.3009190000000004,3.410339
88.16799999999999,SM_Blackboard_Tafel_unten_low_101,3.3138730000000005,3.4130550000000004
88.19,SM_Blackboard_Tafel_unten_low_101,3.270325,3.289276
88.26,SM_Blackboard_Tafel_unten_low_101,2.657379,2.496719
88.28200000000001,SM_Blackboard_Tafel_unten_low_101,3.021194,3.333588
88.305,SM_Blackboard_Tafel_unten_low_101,2.991058,3.347595
88.329,SM_Blackboard_Tafel_unten_low_101,3.432205,3.370773
88.352,SM_Blackboard_Tafel_unten_low_101,3.263718,3.281097
88.37299999999999,SM_Blackboard_Tafel_unten_low_101,3.465607,3.33374
88.397,SM_Blackboard_Tafel_unten_low_101,3.232513,3.320908
88.42,SM_Blackboard_Tafel_unten_low_101,3.253448,3.233444
88.441,SM_Blackboard_Tafel_unten_low_101,3.4021449999999995,3.241592
88.464,SM_Blackboard_Tafel_unten_low_101,3.358871,3.275909
88.486,SM_Blackboard_Tafel_unten_low_101,3.536133,3.278595
88.507,SM_Blackboard_Tafel_unten_low_101,3.503967,3.401611
88.529,SM_Blackboard_Tafel_unten_low_101,3.491379,3.429657
88.551,SM_Blackboard_Tafel_unten_low_101,3.394043,3.425461
88.573,SM_Blackboard_Tafel_unten_low_101,3.467865,3.407913
88.595,SM_Blackboard_Tafel_unten_low_101,3.348267,3.426392
88.617,SM_Blackboard_Tafel_unten_low_101,3.355118,3.414917
88.63799999999999,SM_Blackboard_Tafel_unten_low_101,3.4076230000000005,3.350677
88.662,SM_Blackboard_Tafel_unten_low_101,3.366425,3.44751
88.68299999999999,SM_Blackboard_Tafel_unten_low_101,3.490295,3.4362790000000003
88.705,SM_Blackboard_Tafel_unten_low_101,3.490143,3.388107
88.727,SM_Blackboard_Tafel_unten_low_101,3.493317,3.484039
88.74799999999999,SM_Blackboard_Tafel_unten_low_101,3.495285,3.4635010000000004
88.771,SM_Blackboard_Tafel_unten_low_101,3.515671,3.491089
88.791,SM_Blackboard_Tafel_unten_low_101,3.510071,3.4222870000000003
88.811,SM_Blackboard_Tafel_unten_low_101,3.531784,3.4245910000000004
88.834,SM_Blackboard_Tafel_unten_low_101,3.557861,3.3959660000000005
88.85600000000001,SM_Blackboard_Tafel_unten_low_101,3.561646,3.375488
88.87799999999999,SM_Blackboard_Tafel_unten_low_101,3.410187,3.141373
88.9,Screen_95,3.364929,3.247833
89.03299999999999,CartoonTeacher,3.148895,2.96524
89.057,CartoonTeacher,3.3649440000000004,3.25882
89.07799999999999,CartoonTeacher,3.370026,3.234009
89.101,CartoonTeacher,3.293457,3.2699580000000004
89.12299999999999,CartoonTeacher,3.3577730000000003,3.26535
89.146,CartoonTeacher,3.301392,3.216019
89.166,CartoonTeacher,3.271835,3.249924
89.191,CartoonTeacher,3.266846,3.218613
89.211,CartoonTeacher,3.302322,3.22493
89.234,CartoonTeacher,3.311371,3.208878
89.256,CartoonTeacher,3.263611,3.254578
89.279,CartoonTeacher,3.255646,3.254745
89.29899999999999,CartoonTeacher,3.35704,3.346909
89.322,CartoonTeacher,3.365753,3.297592
89.348,CartoonTeacher,3.3887480000000005,3.352951
89.37200000000001,CartoonTeacher,3.449417,3.350067
89.39399999999999,CartoonTeacher,3.397614,3.3521730000000005
89.417,CartoonTeacher,3.423431,3.353241
89.439,CartoonTeacher,3.421829,3.35405
89.461,CartoonTeacher,3.406693,3.352982
89.48299999999999,CartoonTeacher,3.399353,3.325195
89.505,CartoonTeacher,3.399551,3.307846
89.527,CartoonTeacher,3.397324,3.278366000000001
89.54799999999999,CartoonTeacher,3.3965,3.268692
89.57,CartoonTeacher,3.395218,3.261795
89.59100000000001,CartoonTeacher,3.394821,3.246292
89.61200000000001,CartoonTeacher,3.362457,3.231201
89.633,CartoonTeacher,3.363159,3.210831
89.656,CartoonTeacher,3.3533480000000004,3.206421
89.678,CartoonTeacher,3.216705,3.13298
89.7,CartoonTeacher,3.291031,3.291351
89.72200000000001,CartoonTeacher,3.2897800000000004,3.245285
89.744,CartoonTeacher,3.375671,3.295868
89.766,CartoonTeacher,3.424576,3.235703
89.788,CartoonTeacher,3.2870790000000003,3.250366
89.81200000000001,CartoonTeacher,3.392075,3.236496
89.833,CartoonTeacher,3.387024,3.232666
89.85600000000001,CartoonTeacher,3.327209,3.233948
89.87799999999999,CartoonTeacher,3.322433,3.234268
89.9,CartoonTeacher,3.341415,3.233078
89.92399999999999,CartoonTeacher,3.333435,3.224518
89.946,CartoonTeacher,3.3364260000000003,3.208267
89.96700000000001,CartoonTeacher,3.33252,3.225128
89.98899999999999,CartoonTeacher,3.410843,3.2250520000000003
90.01299999999999,CartoonTeacher,3.3248290000000003,3.246185
90.03299999999999,CartoonTeacher,3.326477,3.257462
90.056,CartoonTeacher,3.338745,3.258224
90.078,CartoonTeacher,3.328094,3.257172
90.1,CartoonTeacher,3.3319400000000003,3.262955
90.122,CartoonTeacher,3.330658,3.268127
90.145,CartoonTeacher,3.323059,3.2686610000000003
90.166,CartoonTeacher,3.353378,3.214127
90.19,CartoonTeacher,3.32164,3.299484
90.213,CartoonTeacher,3.334778,3.240402
90.394,CartoonTeacher,3.109375,2.735809
90.417,CartoonTeacher,3.077576,2.862701
90.439,Screen_95,3.168488,2.964264
90.462,CartoonTeacher,3.221863,2.868698
90.485,CartoonTeacher,3.3311,2.900131
90.507,CartoonTeacher,3.358902,2.967636
90.533,CartoonTeacher,3.290878,3.002579
90.566,CartoonTeacher,3.311752,3.052216
90.6,CartoonTeacher,3.324585,3.07608
90.633,CartoonTeacher,3.336639,3.234238
90.666,CartoonTeacher,3.352661,3.1541900000000003
90.7,CartoonTeacher,3.372253,3.224716
90.734,CartoonTeacher,3.385895,3.237976
90.767,CartoonTeacher,3.3780980000000005,3.2827610000000003
90.799,CartoonTeacher,3.376038,3.267273
90.833,CartoonTeacher,3.405609,3.266373
90.866,CartoonTeacher,3.378693,3.2836760000000003
90.899,CartoonTeacher,3.370438,3.302567
90.933,CartoonTeacher,3.376953,3.3186949999999995
90.967,CartoonTeacher,3.407928,3.3310089999999994
91.0,CartoonTeacher,3.42363,3.33049
91.034,CartoonTeacher,3.4286800000000004,3.3253480000000004
91.066,CartoonTeacher,3.431,3.29538
91.1,CartoonTeacher,3.4204410000000003,3.279785
91.133,CartoonTeacher,3.417068,3.2827
91.167,CartoonTeacher,3.407364,3.286179
91.199,CartoonTeacher,3.395325,3.283691
91.232,CartoonTeacher,3.390854,3.2816160000000005
91.266,CartoonTeacher,3.393997,3.273788
91.289,CartoonTeacher,3.391068,3.252228
91.311,CartoonTeacher,3.391251,3.24852
91.333,CartoonTeacher,3.344604,3.245209
91.355,CartoonTeacher,3.344269,3.245163
91.378,CartoonTeacher,3.339249,3.232269
91.4,CartoonTeacher,3.336853,3.232727
91.422,CartoonTeacher,3.3396449999999995,3.231216
91.445,CartoonTeacher,3.361679,3.213913
91.466,CartoonTeacher,3.363815,3.233536
91.489,CartoonTeacher,3.368439,3.234253
91.512,CartoonTeacher,3.368301,3.230576
91.534,CartoonTeacher,3.35701,3.234787
91.556,CartoonTeacher,3.37236,3.2360990000000003
91.578,CartoonTeacher,3.359024,3.237244
91.6,CartoonTeacher,3.359375,3.235809
91.623,CartoonTeacher,3.344788,3.236176
91.645,CartoonTeacher,3.344284,3.236176
91.667,CartoonTeacher,3.34314,3.229767
91.689,CartoonTeacher,3.3464660000000004,3.230438
91.712,CartoonTeacher,3.21553,3.0738220000000003
91.734,CartoonTeacher,3.350525,3.255234
91.756,CartoonTeacher,3.3488010000000004,3.263916
91.779,CartoonTeacher,3.351639,3.173721
91.801,CartoonTeacher,3.302414,3.2369380000000003
91.823,CartoonTeacher,3.3999330000000003,3.150345
91.845,CartoonTeacher,3.3931120000000004,3.206436
91.867,CartoonTeacher,3.398956,3.236862
91.891,CartoonTeacher,3.383102,3.212387
91.914,CartoonTeacher,3.3787230000000004,3.211014
91.932,CartoonTeacher,3.3801730000000005,3.203461
91.955,CartoonTeacher,3.377274,3.225479
91.98,CartoonTeacher,3.36441,3.214722
92.004,CartoonTeacher,3.346603,3.203049
92.027,CartoonTeacher,3.311493,3.201187
92.049,CartoonTeacher,3.300552,3.19693
92.073,CartoonTeacher,3.29451,3.188644
92.097,CartoonTeacher,3.299927,3.197891
92.123,CartoonTeacher,3.344559,3.208679
92.147,CartoonTeacher,3.364441,3.214417
92.17,CartoonTeacher,3.381439,3.220688
92.193,CartoonTeacher,3.399628,3.2301330000000004
92.221,CartoonTeacher,3.40329,3.26178
92.255,CartoonTeacher,3.422668,3.2818910000000003
92.288,CartoonTeacher,3.449631,3.326385
92.321,CartoonTeacher,3.449768,3.3405150000000003
92.354,CartoonTeacher,3.4534910000000005,3.352264
92.388,CartoonTeacher,3.452896,3.363174
92.421,CartoonTeacher,3.455093,3.34317
92.454,CartoonTeacher,3.453323,3.316559
92.488,CartoonTeacher,3.444839,3.303696
92.521,CartoonTeacher,3.444672,3.301163
92.554,CartoonTeacher,3.390762,3.287491
92.588,Screen_95,3.283661,3.343277
92.621,Screen_95,3.363617,3.330307
92.654,Screen_95,3.335922,3.304962
92.688,Screen_95,3.353943,3.314194
92.721,Screen_95,3.370972,3.3153839999999994
92.753,Screen_95,3.4302980000000005,3.243362
92.787,Screen_95,3.4136050000000004,3.304535
92.821,Screen_95,3.324005,3.32608
92.854,Screen_95,3.348694,3.303818
92.887,Screen_95,3.365067,3.303513
92.921,Screen_95,3.363373,3.304153
92.943,Screen_95,3.3685910000000003,3.304688
92.966,Screen_95,3.3685,3.3008580000000003
92.989,Screen_95,3.384888,3.301071
93.011,Screen_95,3.36412,3.300552
93.033,Screen_95,3.368088,3.298279
93.057,Screen_95,3.364471,3.281998
93.077,Screen_95,3.365189,3.282715
93.099,Screen_95,3.362503,3.281693
93.125,Screen_95,3.351578,3.28244
93.143,Screen_95,3.313568,3.230438
93.165,Screen_95,3.164154,3.265472
93.187,CartoonTeacher,3.169418,3.17247
93.209,CartoonTeacher,2.521439,3.10289
93.231,CartoonTeacher,3.092453,3.205887
93.254,CartoonTeacher,2.994308,3.129578
93.277,CartoonTeacher,3.254074,3.207703
93.299,Screen_95,3.208847,3.185394
93.32,CartoonTeacher,3.257004,3.150421
93.343,CartoonTeacher,3.185867,3.240311
93.365,CartoonTeacher,3.220047,3.227463
93.388,CartoonTeacher,3.117111,3.144211
93.411,CartoonTeacher,3.128403,3.158356
93.432,CartoonTeacher,3.133789,3.125793
93.454,CartoonTeacher,3.134415,3.167953
93.48,CartoonTeacher,3.126923,3.14415
93.502,CartoonTeacher,3.136108,3.122177
93.523,Screen_95,3.206985,2.984055
93.546,Screen_95,3.13089,3.126465
93.568,CartoonTeacher,3.136307,3.072205
93.59,CartoonTeacher,3.159653,3.085022
93.615,CartoonTeacher,3.168945,3.09346
93.637,CartoonTeacher,3.170853,3.093124
93.66,CartoonTeacher,3.170685,3.095764
93.687,CartoonTeacher,3.169449,3.095383
93.706,CartoonTeacher,3.169312,3.095398
93.729,CartoonTeacher,3.156616,3.093475
93.75,CartoonTeacher,3.160034,3.094086
93.773,CartoonTeacher,3.1368560000000003,3.069687
93.795,CartoonTeacher,3.1428830000000003,3.082016
93.817,CartoonTeacher,3.137222,3.070236
93.838,CartoonTeacher,3.13562,3.069077
93.861,CartoonTeacher,3.135834,3.075333
93.882,CartoonTeacher,3.1340790000000003,3.06694
93.904,CartoonTeacher,3.12587,3.067017
93.925,CartoonTeacher,3.086273,3.052353
93.945,CartoonTeacher,3.074295,3.052322
93.965,CartoonTeacher,3.080902,3.052505
93.987,CartoonTeacher,3.069016,3.04158
94.009,CartoonTeacher,3.059036,3.034637
94.032,CartoonTeacher,3.06636,3.0161740000000004
94.053,CartoonTeacher,3.066879,3.017151
94.076,Screen_95,3.060822,2.981567
94.098,Screen_95,3.060699,2.975403
94.122,Screen_95,3.039734,2.971268
94.143,CartoonTeacher,3.037064,2.958313
94.165,CartoonTeacher,3.020294,2.991547
94.187,CartoonTeacher,3.007385,2.992386
94.21,CartoonTeacher,3.007355,2.971268
94.232,CartoonTeacher,3.034882,2.976959
94.254,CartoonTeacher,3.0350650000000003,2.972382
94.276,CartoonTeacher,3.031158,2.972809
94.299,CartoonTeacher,3.063385,2.973755
94.322,CartoonTeacher,3.063248,2.966171
94.343,CartoonTeacher,3.045105,2.993271
94.365,CartoonTeacher,3.030136,2.996857
94.388,CartoonTeacher,3.04393,3.0
94.409,CartoonTeacher,3.043411,3.000687
94.431,CartoonTeacher,3.04361,3.0015110000000003
94.453,CartoonTeacher,3.045914,3.005035
94.476,CartoonTeacher,3.044754,3.004242
94.497,CartoonTeacher,3.066284,3.003647
94.521,CartoonTeacher,3.066406,2.971771
94.542,CartoonTeacher,3.055542,3.001648
94.564,CartoonTeacher,3.06073,3.0138700000000003
94.586,CartoonTeacher,3.040634,2.980057
94.609,CartoonTeacher,3.028778,2.992889
94.633,CartoonTeacher,3.041946,2.992645
94.656,CartoonTeacher,3.026016,2.992783
94.68,CartoonTeacher,3.018234,2.993164
94.701,CartoonTeacher,3.018158,3.011276
94.723,CartoonTeacher,3.018646,3.014511
94.747,CartoonTeacher,3.02858,3.009583
94.769,CartoonTeacher,3.031891,2.996719
94.791,CartoonTeacher,3.051102,3.0055080000000003
94.813,CartoonTeacher,3.052368,3.005737
94.836,CartoonTeacher,3.058014,3.029221
94.856,CartoonTeacher,3.062271,3.0059970000000003
94.878,CartoonTeacher,3.067673,3.03154
94.899,CartoonTeacher,3.076035,3.008514
94.922,CartoonTeacher,3.087494,3.035324
94.944,CartoonTeacher,3.099304,3.037033
94.967,CartoonTeacher,3.074936,3.041138
94.988,CartoonTeacher,3.07663,3.035126
95.012,CartoonTeacher,3.074463,3.045761
95.033,CartoonTeacher,3.086929,3.0642240000000003
95.054,CartoonTeacher,3.086777,3.061066
95.076,CartoonTeacher,3.098557,3.045502
95.098,CartoonTeacher,3.115707,3.06192
95.121,CartoonTeacher,3.115814,3.045593
95.144,CartoonTeacher,3.124664,3.046082
95.165,CartoonTeacher,3.132721,3.046295
95.188,CartoonTeacher,3.134659,3.063705
95.209,CartoonTeacher,3.158691,3.060791
95.232,CartoonTeacher,3.159332,3.046188
95.254,CartoonTeacher,3.158875,3.059845
95.278,CartoonTeacher,3.160904,3.07251
95.299,CartoonTeacher,3.170166,3.092834
95.322,CartoonTeacher,3.160309,3.092636
95.344,CartoonTeacher,3.157379,3.11702
95.366,CartoonTeacher,3.17215,3.116318
95.388,CartoonTeacher,3.192535,3.105225
95.409,CartoonTeacher,3.193222,3.104691
95.431,CartoonTeacher,3.196915,3.110123
95.454,CartoonTeacher,3.216187,3.109756
95.477,CartoonTeacher,3.227005,3.108246
95.498,CartoonTeacher,3.222992,3.095612
95.52,Screen_95,3.227921,3.124863
95.543,Screen_95,3.234909,3.10878
95.564,Screen_95,3.227509,3.139679
95.588,Screen_95,3.212326,3.109848
95.609,Screen_95,3.2117310000000003,3.078293
95.631,Screen_95,3.231995,3.196289
95.655,Screen_95,3.231216,3.250748
95.679,Screen_95,3.24585,3.250641
95.703,Screen_95,3.259277,3.192078
95.727,Screen_95,3.261017,3.162338
95.751,Screen_95,3.259415,3.15802
95.772,Screen_95,3.249451,3.151505
95.8,Screen_95,3.114807,3.199203
95.832,SM_Blackboard_Tafel_unten_low_101,3.320511,3.507248
95.865,SM_Blackboard_Tafel_unten_low_101,3.32164,3.376297
95.899,leftwall_5,3.3323970000000003,3.369217
95.932,leftwall_5,3.101074,3.392624
95.965,leftwall_5,3.173157,3.554962
95.998,leftwall_5,3.281281,3.411057
96.03,leftwall,3.28833,3.585968
96.064,window1,3.393967,3.328125
96.098,window1,3.47699,3.261459
96.131,window1,3.439407,3.3612519999999995
96.165,window1,3.3187870000000004,3.486374
96.198,leftwall,3.322464,3.468948
96.231,window1,3.3524480000000003,3.4148410000000005
96.263,window1,3.2836300000000005,3.488434
96.299,window1,3.3618620000000004,3.599411
96.331,window1,3.403366000000001,3.481979
96.364,window1,3.491547,3.48938
96.397,window1,3.534653,3.555756
96.431,window1,3.620346,3.480743
96.465,window1,3.449982,3.4267730000000003
96.498,window1,3.452957,3.451508
96.531,window1,3.484222,3.3456120000000005
96.554,window1,3.484909,3.390045
96.575,window1,3.456345,3.41304
96.597,window1,3.5226900000000003,3.418655
96.62,window1,3.504074,3.385803
96.642,window1,3.4608760000000003,3.379868
96.664,window1,3.459167,3.3671260000000003
96.687,window1,3.469315,3.3730010000000004
96.708,window1,3.46994,3.387344
96.73,window1,3.4550019999999995,3.380844
96.753,window1,3.479111,3.409378
96.776,window1,3.478546,3.429901
96.799,window1,3.467957,3.433533
96.821,window1,3.463013,3.434784
96.842,window1,3.461029,3.450623
96.864,window1,3.420303,3.468842
96.888,window1,3.388107,3.468842
96.909,window1,3.376663,3.469635
96.931,window1,3.374924,3.488281
96.953,window1,3.371872,3.5212550000000005
96.975,window1,3.363281,3.491653
96.997,window1,3.3632660000000003,3.5172730000000003
97.022,window1,3.363251,3.5003050000000004
97.044,window1,3.360779,3.479477
97.065,window1,3.344025,3.4501190000000004
97.088,window1,3.308838,3.472916000000001
97.111,window1,3.405167,3.262421
97.134,window1,3.349625,3.343475
97.158,window1,3.3676760000000003,3.3343199999999995
97.179,leftwall,3.368332,3.271118
97.202,leftwall,3.3470760000000004,3.224548
97.225,S14_C,2.565628,2.948212
97.315,SM_Blackboard_Schiene_low_99,3.508972,3.188843
97.336,FrontWall,3.487381,3.193069
97.36,Screen_95,3.502457,3.482727
97.382,Screen_95,3.526657,3.3511050000000004
97.404,Screen_95,3.632858,3.222321
97.426,Screen_95,3.3387300000000004,3.3336330000000003
97.447,Screen_95,3.3231660000000005,3.235123
97.469,CartoonTeacher,3.403809,3.243088
97.49,CartoonTeacher,3.509979,3.317902
97.511,CartoonTeacher,3.324844,3.3240199999999995
97.534,CartoonTeacher,3.440399,3.375107
97.555,CartoonTeacher,3.408142,3.2937769999999995
97.578,CartoonTeacher,3.4280699999999995,3.279083
97.6,Screen_95,3.43689,3.2917940000000003
97.622,CartoonTeacher,3.419693,3.30954
97.645,CartoonTeacher,3.4122470000000003,3.308456
97.665,CartoonTeacher,3.413361,3.300613
97.687,CartoonTeacher,3.417267,3.3164830000000003
97.71,CartoonTeacher,3.436783,3.341629
97.73,CartoonTeacher,3.435654,3.3443910000000003
97.751,CartoonTeacher,3.436371,3.357925
97.773,CartoonTeacher,3.534439,3.3973690000000003
97.796,CartoonTeacher,3.566895,3.517242
97.886,FloorFront,2.32048,2.2966
97.908,ceiling_front,3.595947,3.571671
97.929,window1,3.481003,3.692123000000002
97.951,window1,3.632416000000001,3.85553
97.975,window1,3.821716,3.667862
97.996,S24_C,3.667877,3.771912
98.02,window1,3.634109,3.860229
98.042,window1,3.499283,3.676941
98.063,window1,3.556549,3.642654
98.086,window1,3.5692440000000003,3.682159
98.107,window1,3.548004,3.722504
98.13,S24_C,3.509247,3.71489
98.154,S24_C,3.502899,3.714432
98.176,S24_C,3.562317,3.869247
98.196,S24_C,3.4882660000000003,3.797073
98.22,S24_C,3.604355,3.650192
98.244,S24_C,3.637085,3.522171
98.268,S24_C,3.557556,3.669403
98.29,S24_C,3.543045,3.587128
98.313,S24_C,3.492767,3.540604
