"","time","gaze_target","left.pupil_diameter_mm","right.pupil_diameter_mm"
"10819",262.078,"FrontWall",3.206009,3.192368
"10820",262.101,"FrontWall",3.23407,3.193161
"10821",262.123,"FrontWall",3.240402,3.187271
"10822",262.145,"FrontWall",3.238846,3.183258
"10823",262.168,"FrontWall",3.234619,3.167496
"10824",262.191,"FrontWall",3.194382,3.130707
"10825",262.211,"FrontWall",3.184265,3.146118
"10826",262.233,"FrontWall",3.183395,3.146805
"10827",262.256,"FrontWall",3.18364,3.154022
"10828",262.277,"FrontWall",3.184326,3.1427
"10829",262.3,"FrontWall",3.153885,3.237793
"10830",262.322,"FrontWall",3.073929,3.076981
"10831",262.344,"CartoonTeacher",3.037781,3.176193
"10832",262.366,"FrontWall",3.104279,3.212891
"10833",262.389,"CartoonTeacher",3.088257,3.224121
"10834",262.412,"CartoonTeacher",3.104965,3.237595
"10835",262.436,"CartoonTeacher",3.103363,3.246094
"10836",262.461,"CartoonTeacher",3.103928,3.251328
"10837",262.483,"CartoonTeacher",3.104156,3.277771
"10838",262.505,"FrontWall",3.135193,3.278641
"10839",262.527,"FrontWall",3.147583,3.28569
"10840",262.55,"FrontWall",3.162415,3.290466
"10841",262.572,"FrontWall",3.180145,3.293732
"10842",262.595,"FrontWall",3.183914,3.29361
"10843",262.618,"FrontWall",3.190781,3.30806
"10844",262.641,"FrontWall",3.198502,3.299942
"10845",262.661,"FrontWall",3.198578,3.299667
"10846",262.685,"FrontWall",3.204636,3.298157
"10847",262.708,"FrontWall",3.203552,3.296097
"10848",262.728,"FrontWall",3.154587,3.311722
"10849",262.751,"CartoonTeacher",3.293045,3.261795
"10850",262.771,"CartoonTeacher",3.255707,3.290726
"10851",262.794,"CartoonTeacher",3.215775,3.290405
"10852",262.815,"CartoonTeacher",3.217316,3.277573
"10853",262.837,"CartoonTeacher",3.216705,3.266129
"10854",262.859,"CartoonTeacher",3.216827,3.275513
"10855",262.879,"CartoonTeacher",3.196503,3.275406
"10856",262.901,"CartoonTeacher",3.19693,3.264908
"10857",262.922,"CartoonTeacher",3.219131,3.264847
"10858",262.945,"CartoonTeacher",3.215988,3.274002
"10859",262.966,"CartoonTeacher",3.2164,3.244904
"10860",262.988,"CartoonTeacher",3.220398,3.245407
"10861",263.01,"CartoonTeacher",3.238739,3.245636
"10862",263.032,"CartoonTeacher",3.229507,3.230423
"10863",263.054,"CartoonTeacher",3.221786,3.219238
"10864",263.077,"CartoonTeacher",3.210648,3.214798
"10865",263.099,"CartoonTeacher",3.191406,3.215454
"10866",263.122,"CartoonTeacher",3.207428,3.207733
"10867",263.145,"CartoonTeacher",3.198883,3.208481
"10868",263.166,"CartoonTeacher",3.192108,3.206909
"10869",263.188,"CartoonTeacher",3.198181,3.201767
"10870",263.211,"CartoonTeacher",3.197632,3.201691
"10871",263.232,"CartoonTeacher",3.188965,3.201477
"10872",263.255,"CartoonTeacher",3.180649,3.201721
"10873",263.277,"CartoonTeacher",3.187073,3.197403
"10874",263.3,"CartoonTeacher",3.177048,3.19725
"10875",263.321,"CartoonTeacher",3.17572,3.198196
"10876",263.343,"CartoonTeacher",3.174377,3.194183
"10877",263.366,"CartoonTeacher",3.17659,3.199081
"10878",263.39,"CartoonTeacher",3.151245,3.194839
"10879",263.412,"CartoonTeacher",3.134949,3.178406
"10880",263.435,"CartoonTeacher",3.134125,3.182831
"10881",263.455,"CartoonTeacher",3.126938,3.183502
"10882",263.478,"CartoonTeacher",3.134766,3.185104
"10883",263.501,"CartoonTeacher",3.135712,3.183929
"10884",263.524,"CartoonTeacher",3.16423,3.183777
"10885",263.546,"CartoonTeacher",3.164276,3.166
"10886",263.569,"CartoonTeacher",3.155685,3.16687
"10887",263.593,"CartoonTeacher",3.190765,3.163162
"10888",263.616,"CartoonTeacher",3.191986,3.166855
"10889",263.637,"CartoonTeacher",3.201813,3.166824
"10890",263.661,"CartoonTeacher",3.202591,3.166824
"10891",263.684,"CartoonTeacher",3.213593,3.192902
"10892",263.704,"CartoonTeacher",3.217346,3.193268
"10893",263.727,"FrontWall",3.230011,3.199249
"10894",263.747,"CartoonTeacher",3.233078,3.211456
"10895",263.769,"CartoonTeacher",3.234283,3.237244
"10896",263.791,"CartoonTeacher",3.251755,3.270081
"10897",263.813,"CartoonTeacher",3.265533,3.27063
"10898",263.834,"CartoonTeacher",3.29039,3.271057
"10899",263.854,"CartoonTeacher",3.284912,3.270813
"10900",263.877,"CartoonTeacher",3.291077,3.251556
"10901",263.898,"CartoonTeacher",3.285934,3.244171
"10902",263.922,"CartoonTeacher",3.276962,3.257721
"10903",263.943,"CartoonTeacher",3.269958,3.256516
"10904",263.965,"CartoonTeacher",3.269699,3.275406
"10905",263.988,"CartoonTeacher",3.274902,3.295273
"10906",264.01,"CartoonTeacher",3.274673,3.303055
"10907",264.033,"CartoonTeacher",3.287918,3.28479
"10908",264.055,"CartoonTeacher",3.32486,3.281158
"10909",264.077,"FrontWall",3.31572,3.308441
"10910",264.1,"FrontWall",3.329636,3.280441
"10911",264.122,"FrontWall",3.339172,3.272919
"10912",264.143,"FrontWall",3.337204,3.28595
"10913",264.166,"CartoonTeacher",3.324478,3.295898
"10914",264.189,"CartoonTeacher",3.313324,3.295441
"10915",264.21,"CartoonTeacher",3.334274,3.296692
"10916",264.232,"CartoonTeacher",3.291733,3.321701
"10917",264.254,"CartoonTeacher",3.297226,3.313309
"10918",264.277,"FrontWall",3.290588,3.313385
"10919",264.299,"CartoonTeacher",3.298004,3.288574
"10920",264.321,"CartoonTeacher",3.320099,3.281586
"10921",264.344,"CartoonTeacher",3.319351,3.281418
"10922",264.366,"FrontWall",3.313507,3.282913
"10923",264.39,"FrontWall",3.321579,3.283066
"10924",264.412,"FrontWall",3.327942,3.279846
"10925",264.434,"FrontWall",3.330429,3.307449
"10926",264.457,"FrontWall",3.331482,3.282196
"10927",264.479,"FrontWall",3.34082,3.270065
"10928",264.502,"FrontWall",3.333847,3.270172
"10929",264.526,"FrontWall",3.334473,3.272171
"10930",264.549,"FrontWall",3.334229,3.265076
"10931",264.57,"FrontWall",3.320526,3.258957
"10932",264.593,"FrontWall",3.308136,3.273102
"10933",264.614,"FrontWall",3.318649,3.275986
"10934",264.636,"FrontWall",3.318542,3.254379
"10935",264.659,"FrontWall",3.325333,3.259308
"10936",264.681,"FrontWall",3.318817,3.263474
"10937",264.705,"FrontWall",3.317993,3.257645
"10938",264.725,"FrontWall",3.317383,3.256012
"10939",264.747,"FrontWall",3.291367,3.252136
"10940",264.77,"FrontWall",3.277573,3.244827
"10941",264.792,"FrontWall",3.276978,3.236908
"10942",264.813,"FrontWall",3.272629,3.236618
"10943",264.834,"FrontWall",3.273178,3.2379
"10944",264.856,"FrontWall",3.234299,3.265137
"10945",264.877,"FrontWall",3.274155,3.382507
"10946",264.9,"FrontWall",3.09108,2.702744
"10947",264.92,"FrontWall",3.105072,3.260666
"10948",264.942,"FrontWall",3.334473,3.362991
"10949",264.965,"FrontWall",3.294571,3.376083
"10950",264.988,"FrontWall",3.265289,3.334473
"10951",265.009,"CartoonTeacher",3.307678,3.342468
"10952",265.031,"FrontWall",3.26207,3.375885
"10953",265.054,"FrontWall",3.327347,3.34407
"10954",265.077,"FrontWall",3.247009,3.348022
"10955",265.1,"FrontWall",3.20752,3.294418
"10956",265.121,"FrontWall",3.226242,3.301468
"10957",265.143,"FrontWall",3.257339,3.2724
"10958",265.165,"FrontWall",3.298309,3.270813
"10959",265.189,"FrontWall",3.32254,3.349899
"10964",265.298,"CartoonTeacher",2.457825,3.506668
"10965",265.32,"FrontWall",3.415726,3.364304
"10966",265.342,"FrontWall",3.439255,3.375717
"10967",265.364,"CartoonTeacher",3.384277,3.425888
"10968",265.387,"CartoonTeacher",3.325638,3.409454
"10969",265.41,"CartoonTeacher",3.322083,3.384491
"10970",265.432,"CartoonTeacher",3.322098,3.361816
"10971",265.454,"CartoonTeacher",3.329498,3.347
"10972",265.477,"CartoonTeacher",3.330811,3.285004
"10973",265.501,"CartoonTeacher",3.320251,3.361298
"10974",265.522,"CartoonTeacher",3.313293,3.197037
"10975",265.544,"CartoonTeacher",3.303131,3.1922
"10976",265.565,"CartoonTeacher",3.243759,3.24556
"10977",265.588,"FrontWall",3.21875,3.247391
"10978",265.612,"FrontWall",3.271042,3.240921
"10979",265.636,"FrontWall",3.323425,3.239639
"10980",265.659,"FrontWall",3.267258,3.243683
"10981",265.682,"FrontWall",3.395386,3.312897
"10982",265.703,"FrontWall",3.371277,3.305786
"10983",265.727,"FrontWall",3.35437,3.305801
"10984",265.747,"FrontWall",3.331757,3.301971
"10985",265.768,"FrontWall",3.330368,3.300751
"10986",265.792,"FrontWall",3.330673,3.298737
"10987",265.812,"FrontWall",3.312943,3.286545
"10988",265.833,"FrontWall",3.313889,3.25882
"10989",265.854,"FrontWall",3.307312,3.229004
"10990",265.876,"FrontWall",3.292511,3.217758
"10991",265.899,"FrontWall",3.276031,3.177567
"10992",265.92,"FrontWall",3.250412,3.171265
"10993",265.943,"FrontWall",3.238464,3.169357
"10994",265.964,"FrontWall",3.224838,3.164703
"10995",265.987,"FrontWall",3.193848,3.144302
"10996",266.008,"FrontWall",3.186676,3.137772
"10997",266.031,"FrontWall",3.185654,3.105026
"10998",266.053,"FrontWall",3.179688,3.094254
"10999",266.077,"FrontWall",3.177109,3.094055
"11000",266.098,"FrontWall",3.158295,3.089813
"11001",266.12,"FrontWall",3.158218,3.081024
"11002",266.142,"FrontWall",3.162628,3.069672
"11003",266.166,"FrontWall",3.158081,3.070663
"11004",266.187,"FrontWall",3.128235,3.051727
"11005",266.21,"FrontWall",3.084839,3.05394
"11006",266.233,"FrontWall",3.090668,3.026962
"11007",266.254,"FrontWall",3.074387,3.030792
"11008",266.277,"FrontWall",3.084122,3.030792
"11009",266.299,"FrontWall",3.076797,3.026443
"11010",266.321,"FrontWall",3.096329,3.025223
"11011",266.343,"FrontWall",3.108215,3.025833
"11012",266.365,"FrontWall",3.109024,3.026489
"11013",266.387,"FrontWall",3.12381,3.02594
"11014",266.41,"FrontWall",3.086441,3.024368
"11015",266.432,"FrontWall",3.095581,3.016556
"11016",266.455,"FrontWall",3.094513,3.047363
"11017",266.477,"FrontWall",3.10643,3.089905
"11018",266.498,"FrontWall",3.107391,3.082611
"11019",266.521,"FrontWall",3.102356,3.06105
"11020",266.544,"FrontWall",3.10083,3.065689
"11021",266.567,"FrontWall",3.101776,3.065765
"11022",266.591,"FrontWall",3.100586,3.064102
"11023",266.613,"FrontWall",3.101578,3.063644
"11024",266.636,"FrontWall",3.100693,3.059723
"11025",266.661,"FrontWall",3.094009,3.0634
"11026",266.683,"FrontWall",3.087631,3.063171
"11027",266.705,"FrontWall",3.085892,3.062912
"11028",266.728,"FrontWall",3.084396,3.055267
"11029",266.752,"FrontWall",3.079712,3.061722
"11030",266.787,"FrontWall",3.070358,3.062454
"11031",266.82,"FrontWall",3.043442,3.059341
"11032",266.852,"FrontWall",3.048141,3.059601
"11033",266.886,"FrontWall",3.057449,3.056686
"11034",266.919,"FrontWall",3.047913,3.059525
"11035",266.952,"FrontWall",3.054352,3.060242
"11036",266.986,"FrontWall",3.067413,3.059143
"11037",267.02,"FrontWall",3.045959,3.068741
"11038",267.053,"FrontWall",3.053558,3.068314
"11039",267.086,"FrontWall",3.076645,3.074554
"11040",267.119,"FrontWall",3.072311,3.074692
"11041",267.152,"FrontWall",3.062347,3.076706
"11042",267.186,"FrontWall",3.066223,3.076492
"11043",267.22,"FrontWall",3.062485,3.092056
"11044",267.252,"FrontWall",3.062469,3.092865
"11045",267.286,"FrontWall",3.093582,3.11731
"11046",267.32,"FrontWall",3.108658,3.134674
"11047",267.353,"FrontWall",3.165787,3.260986
"11048",267.386,"FrontWall",3.172592,3.199158
"11049",267.42,"FrontWall",3.176208,3.226532
"11050",267.453,"FrontWall",3.186905,3.209137
"11051",267.487,"FrontWall",3.199142,3.207596
"11052",267.509,"FrontWall",3.198898,3.224792
"11053",267.53,"FrontWall",3.196442,3.235718
"11054",267.552,"FrontWall",3.193848,3.235245
"11055",267.576,"FrontWall",3.179504,3.234726
"11056",267.597,"FrontWall",3.169998,3.197403
"11057",267.619,"FrontWall",3.349243,3.279633
"11058",267.643,"CartoonTeacher",3.25882,3.235443
"11059",267.664,"FrontWall",3.278748,3.197418
"11060",267.686,"FrontWall",3.276917,3.162552
"11061",267.709,"FrontWall",3.274063,3.174423
"11062",267.731,"FrontWall",3.27594,3.147018
"11063",267.754,"FrontWall",3.275192,3.152328
"11064",267.777,"FrontWall",3.27597,3.153946
"11065",267.799,"FrontWall",3.274002,3.1707
"11066",267.82,"FrontWall",3.26033,3.204773
"11067",267.842,"FrontWall",3.244308,3.240982
"11068",267.864,"FrontWall",3.216217,3.252686
"11069",267.887,"FrontWall",3.239197,3.090424
"11070",267.909,"FrontWall",3.156036,3.134064
"11071",267.931,"FrontWall",3.143448,3.130173
"11072",267.953,"FrontWall",3.134521,3.139664
"11073",267.974,"FrontWall",3.146698,3.160675
"11074",267.998,"FrontWall",3.147736,3.176376
"11075",268.021,"FrontWall",3.149124,3.148392
"11076",268.044,"FrontWall",3.140625,3.149063
"11077",268.066,"FrontWall",3.131927,3.16716
"11078",268.087,"FrontWall",3.141647,3.14595
"11079",268.111,"FrontWall",3.133331,3.146667
"11080",268.134,"FrontWall",3.129929,3.132584
"11081",268.157,"FrontWall",3.119202,3.132965
"11082",268.179,"FrontWall",3.129562,3.133102
"11083",268.201,"FrontWall",3.12265,3.132599
"11084",268.224,"FrontWall",3.129669,3.135162
"11085",268.244,"FrontWall",3.140076,3.135529
"11086",268.267,"FrontWall",3.140137,3.13591
"11087",268.29,"FrontWall",3.142273,3.137344
"11088",268.311,"FrontWall",3.142609,3.143402
"11089",268.333,"FrontWall",3.140717,3.148926
"11090",268.353,"FrontWall",3.123047,3.152222
"11091",268.377,"FrontWall",3.122452,3.14769
"11092",268.399,"FrontWall",3.051376,3.125595
"11093",268.419,"FrontWall",3.163544,3.128662
"11094",268.441,"FrontWall",3.316986,3.296814
"11095",268.463,"Screen_95",3.155716,3.380386
"11096",268.486,"Screen_95",3.159378,3.341232
"11097",268.508,"Screen_95",3.17337,3.317978
"11098",268.529,"Screen_95",3.20192,3.330597
"11099",268.551,"Screen_95",3.190781,3.333771
"11100",268.573,"Screen_95",3.195831,3.327972
"11101",268.597,"Screen_95",3.19989,3.328018
"11102",268.619,"Screen_95",3.230026,3.32756
"11103",268.64,"Screen_95",3.234512,3.334503
"11104",268.663,"Screen_95",3.254471,3.32843
"11105",268.686,"Screen_95",3.252335,3.332565
"11106",268.707,"Screen_95",3.248993,3.336151
"11107",268.729,"Screen_95",3.242004,3.337708
"11108",268.751,"Screen_95",3.321747,3.278427
"11109",268.774,"Screen_95",3.302597,3.29454
"11110",268.797,"Screen_95",3.306366,3.266327
"11111",268.818,"Screen_95",3.226929,3.228363
"11112",268.841,"Screen_95",3.236618,3.226334
"11113",268.862,"Screen_95",3.248581,3.239395
"11114",268.885,"Screen_95",3.252899,3.224808
"11115",268.906,"Screen_95",3.264679,3.218216
"11116",268.93,"Screen_95",3.28447,3.114761
"11117",268.952,"Screen_95",3.218369,3.215591
"11118",268.973,"Screen_95",1.468948,2.755478
"11120",269.018,"CartoonTeacher",2.977463,1.596771
"11121",269.04,"FrontWall",3.054031,3.175613
"11122",269.062,"FrontWall",2.929352,3.128525
"11123",269.085,"FrontWall",3.046738,3.128799
"11124",269.106,"FrontWall",3.079926,3.09848
"11125",269.128,"FrontWall",2.982773,3.11055
"11126",269.151,"FrontWall",2.950134,3.060013
"11127",269.176,"FrontWall",2.994476,3.054474
"11128",269.196,"FrontWall",2.997711,3.053452
"11129",269.222,"FrontWall",2.990372,3.074112
"11130",269.243,"FrontWall",2.989975,2.98056
"11131",269.268,"FrontWall",3.020508,2.9935
"11132",269.291,"Screen_95",3.021942,3.030243
"11133",269.312,"Screen_95",3.032471,3.024399
"11134",269.335,"Screen_95",3.035568,3.006439
"11135",269.363,"Screen_95",3.136002,3.107666
"11136",269.396,"Screen_95",2.955475,3.101273
"11137",269.429,"CartoonTeacher",3.081833,3.10553
"11138",269.462,"CartoonTeacher",3.082336,3.103378
"11139",269.497,"CartoonTeacher",3.073273,3.112335
"11140",269.53,"CartoonTeacher",3.080887,3.117935
"11141",269.563,"CartoonTeacher",3.097366,3.178787
"11142",269.595,"Screen_95",3.286713,3.240982
"11143",269.628,"CartoonTeacher",3.324692,3.29071
"11144",269.662,"CartoonTeacher",3.340088,3.188416
"11145",269.695,"Screen_95",3.328796,3.18454
"11146",269.729,"Screen_95",3.350677,3.171219
"11147",269.762,"Screen_95",3.333481,3.189224
"11148",269.796,"Screen_95",3.327621,3.191238
"11149",269.829,"Screen_95",3.326157,3.185684
"11150",269.863,"Screen_95",3.28215,3.134537
"11151",269.896,"Screen_95",3.188278,3.089615
"11152",269.928,"Screen_95",3.158432,3.085938
"11153",269.961,"Screen_95",3.142441,3.080078
"11154",269.995,"Screen_95",3.141983,3.078186
"11155",270.028,"Screen_95",3.099564,3.056702
"11156",270.061,"Screen_95",3.097382,3.043091
"11157",270.095,"Screen_95",3.104034,3.036301
"11158",270.117,"Screen_95",3.106842,3.014801
"11159",270.14,"Screen_95",3.096054,2.989594
"11160",270.163,"Screen_95",3.180908,3.040924
"11161",270.185,"Screen_95",3.116425,3.122421
"11162",270.208,"Screen_95",3.133804,3.019562
"11163",270.23,"Screen_95",3.139252,3.081543
"11164",270.253,"Screen_95",3.142197,3.078491
"11165",270.275,"Screen_95",3.156082,3.068069
"11166",270.296,"Screen_95",3.156967,3.073959
"11167",270.318,"Screen_95",3.159683,3.079712
"11168",270.341,"Screen_95",3.15799,3.071777
"11169",270.362,"Screen_95",3.157516,3.073792
"11170",270.385,"Screen_95",3.158524,3.071091
"11171",270.407,"Screen_95",3.078461,3.067719
"11172",270.43,"Screen_95",2.905029,3.02124
"11173",270.452,"Screen_95",2.95961,2.967346
"11174",270.474,"CartoonTeacher",2.893463,2.968094
"11175",270.498,"CartoonTeacher",2.879242,2.973862
"11176",270.519,"CartoonTeacher",2.879471,2.971756
"11177",270.542,"CartoonTeacher",2.870667,2.974884
"11178",270.563,"CartoonTeacher",2.883347,2.972656
"11179",270.587,"CartoonTeacher",2.889099,2.971024
"11180",270.608,"CartoonTeacher",2.890579,2.971237
"11181",270.631,"CartoonTeacher",2.892685,2.968719
"11182",270.654,"CartoonTeacher",2.890533,2.98143
"11183",270.676,"CartoonTeacher",2.859161,2.939056
"11184",270.698,"CartoonTeacher",2.795898,2.78508
"11185",270.719,"CartoonTeacher",2.906281,2.907028
"11186",270.743,"CartoonTeacher",2.907654,2.867432
"11187",270.765,"CartoonTeacher",2.907623,2.841324
"11188",270.786,"CartoonTeacher",2.908218,2.838287
"11189",270.81,"CartoonTeacher",2.908386,2.835938
"11190",270.834,"CartoonTeacher",2.935257,2.835144
"11191",270.857,"CartoonTeacher",2.931488,2.82547
"11192",270.877,"CartoonTeacher",2.870041,2.819336
"11193",270.901,"CartoonTeacher",2.952774,3.063766
"11194",270.924,"CartoonTeacher",3.031326,2.965698
"11195",270.945,"Screen_95",3.065582,2.905075
"11196",270.968,"Screen_95",3.058334,2.920273
"11197",270.993,"Screen_95",3.0802,2.894623
"11198",271.017,"Screen_95",3.095444,2.895676
"11199",271.04,"Screen_95",1.993439,2.781967
"11200",271.06,"Screen_95",2.323669,3.00058
"11201",271.083,"Screen_95",3.183899,2.765167
"11202",271.11,"Screen_95",3.030075,3.048889
"11203",271.131,"Screen_95",3.13858,2.901749
"11204",271.152,"Screen_95",3.091171,2.960007
"11205",271.184,"Screen_95",3.141006,2.938751
"11206",271.219,"Screen_95",3.038345,2.852768
"11207",271.251,"Screen_95",3.098785,2.898193
"11208",271.285,"Screen_95",3.095306,2.905777
"11209",271.318,"Screen_95",3.061691,2.919846
"11210",271.352,"Screen_95",2.995575,2.912399
"11211",271.385,"Screen_95",3.058975,2.919098
"11212",271.418,"Screen_95",3.031891,2.92009
"11213",271.451,"Screen_95",2.9935,2.947311
"11214",271.484,"Screen_95",2.989532,2.933273
"11215",271.518,"Screen_95",2.989502,2.912582
"11216",271.552,"Screen_95",3.011047,2.90181
"11217",271.584,"Screen_95",2.883606,2.896317
"11218",271.618,"Screen_95",3.010056,2.978012
"11219",271.652,"CartoonTeacher",2.975266,2.91124
"11220",271.685,"CartoonTeacher",2.998337,2.971176
"11221",271.718,"CartoonTeacher",3.023773,2.955673
"11222",271.752,"CartoonTeacher",3.019424,2.978149
"11223",271.785,"CartoonTeacher",3.019211,2.964294
"11224",271.818,"CartoonTeacher",3.016296,2.956924
"11225",271.85,"CartoonTeacher",3.01622,2.936218
"11226",271.884,"CartoonTeacher",3.018326,2.926529
"11227",271.906,"CartoonTeacher",3.012436,2.92659
"11228",271.928,"CartoonTeacher",2.912567,3.005981
"11229",271.951,"Screen_95",2.890411,2.94696
"11230",271.973,"CartoonTeacher",2.867676,2.94899
"11231",271.996,"CartoonTeacher",2.881302,2.984512
"11232",272.018,"CartoonTeacher",2.90979,2.99054
"11233",272.04,"Screen_95",2.950195,2.987213
"11234",272.062,"Screen_95",2.922607,3.015228
"11235",272.085,"Screen_95",2.906815,3.003723
"11236",272.106,"Screen_95",2.91066,3.005539
"11237",272.129,"Screen_95",2.937897,3.018219
"11238",272.152,"Screen_95",2.930023,3.019852
