"","participant","time_point","trans_dur","Source","Target"
"899","001",163.401,0.0209999999999866,"table13","FrontWall"
"900","001",163.445,0.021000000000015,"FrontWall","CartoonTeacher"
"901","001",163.466,0.0240000000000009,"CartoonTeacher","FrontWall"
"902","001",163.534,0.0889999999999986,"FrontWall","Screen_95"
"903","001",163.8,0.0229999999999961,"Screen_95","CartoonTeacher"
"904","001",163.845,0.0240000000000009,"CartoonTeacher","Screen_95"
"905","001",164.156,0.0219999999999914,"Screen_95","CartoonTeacher"
"906","001",164.477,0.0339999999999918,"CartoonTeacher","Screen_95"
"907","001",164.511,0.0320000000000107,"Screen_95","CartoonTeacher"
"908","001",164.609,0.0339999999999918,"CartoonTeacher","Screen_95"
"909","001",164.743,0.0339999999999918,"Screen_95","CartoonTeacher"
"910","001",164.843,0.0330000000000155,"CartoonTeacher","Screen_95"
"911","001",164.876,0.0339999999999918,"Screen_95","FrontWall"
"912","001",165.255,0.021000000000015,"FrontWall","Screen_95"
"913","001",165.276,0.0229999999999961,"Screen_95","FrontWall"
"914","001",165.612,0.0219999999999914,"FrontWall","CartoonTeacher"
"915","001",165.634,2.68600000000001,"CartoonTeacher","FrontWall"
"916","001",168.365,0.0219999999999914,"FrontWall","Screen_95"
"917","001",168.542,0.0240000000000009,"Screen_95","CartoonTeacher"
"918","001",170.11,0.032999999999987,"CartoonTeacher","Screen_95"
"919","001",170.143,0.032999999999987,"Screen_95","CartoonTeacher"
"920","001",170.176,0.0330000000000155,"CartoonTeacher","Screen_95"
"921","001",170.209,0.0339999999999918,"Screen_95","CartoonTeacher"
"922","001",171.065,0.0219999999999914,"CartoonTeacher","Screen_95"
"923","001",171.087,0.0230000000000246,"Screen_95","CartoonTeacher"
"924","001",171.786,0.0660000000000025,"CartoonTeacher","SM_Blackboard_Schiene_low_99"
"925","001",171.852,0.0339999999999918,"SM_Blackboard_Schiene_low_99","FrontWall"
"926","001",171.886,0.0330000000000155,"FrontWall","SM_Blackboard_Tafel_unten_low_101"
"927","001",172.318,0.179000000000002,"SM_Blackboard_Tafel_unten_low_101","Screen_95"
"928","001",172.519,0.0229999999999961,"Screen_95","CartoonTeacher"
"929","001",175.85,0.0220000000000198,"CartoonTeacher","Screen_95"
"930","001",176.373,0.0340000000000202,"Screen_95","SM_Blackboard_Tafel_unten_low_101"
"931","001",178.327,0.0219999999999914,"SM_Blackboard_Tafel_unten_low_101","FrontWall"
"932","001",178.371,0.0669999999999789,"FrontWall","SM_Blackboard_Schiene_low_99"
"933","001",178.438,0.0220000000000198,"SM_Blackboard_Schiene_low_99","FrontWall"
"934","001",178.46,0.0229999999999961,"FrontWall","Screen_95"
"935","001",178.483,0.0229999999999961,"Screen_95","CartoonTeacher"
"936","001",178.683,0.0220000000000198,"CartoonTeacher","Screen_95"
"937","001",178.705,0.0249999999999773,"Screen_95","CartoonTeacher"
"938","001",178.754,0.0240000000000009,"CartoonTeacher","Screen_95"
"939","001",178.918,0.0310000000000059,"Screen_95","CartoonTeacher"
"940","001",179.548,0.0339999999999918,"CartoonTeacher","Screen_95"
"941","001",179.582,0.0340000000000202,"Screen_95","CartoonTeacher"
"942","001",179.76,0.0220000000000198,"CartoonTeacher","Screen_95"
"943","001",180.139,0.0219999999999914,"Screen_95","FrontWall"
"944","001",181.27,0.0339999999999918,"FrontWall","Screen_95"
"945","001",181.46,0.0219999999999914,"Screen_95","FrontWall"
"946","001",181.503,0.0230000000000246,"FrontWall","Screen_95"
"947","001",181.526,0.0229999999999961,"Screen_95","FrontWall"
"948","001",181.884,0.112000000000023,"FrontWall","Screen_95"
"949","001",182.131,0.0240000000000009,"Screen_95","FrontWall"
"950","001",183.042,0.0209999999999866,"FrontWall","CartoonTeacher"
"951","001",183.237,0.0200000000000102,"CartoonTeacher","FrontWall"
"952","001",183.257,0.0229999999999961,"FrontWall","CartoonTeacher"
"953","001",183.459,0.0200000000000102,"CartoonTeacher","Screen_95"
"954","001",184.042,0.0219999999999914,"Screen_95","FrontWall"
"955","001",184.064,0.0229999999999961,"FrontWall","CartoonTeacher"
"956","001",184.525,0.032999999999987,"CartoonTeacher","FrontWall"
"957","001",184.692,0.0319999999999823,"FrontWall","CartoonTeacher"
"958","001",184.724,0.100000000000023,"CartoonTeacher","FrontWall"
"959","001",184.857,0.0339999999999918,"FrontWall","SM_Blackboard_Schiene_low_99"
"960","001",185.003,0.021000000000015,"SM_Blackboard_Schiene_low_99","CartoonTeacher"
"961","001",186.957,0.0330000000000155,"CartoonTeacher","FrontWall"
"962","001",187.056,0.032999999999987,"FrontWall","CartoonTeacher"
"963","001",187.089,0.0339999999999918,"CartoonTeacher","FrontWall"
"964","001",187.156,0.032999999999987,"FrontWall","CartoonTeacher"
"965","001",187.257,0.032999999999987,"CartoonTeacher","FrontWall"
"966","001",187.29,0.0340000000000202,"FrontWall","CartoonTeacher"
"967","001",187.389,0.032999999999987,"CartoonTeacher","FrontWall"
"968","001",187.422,0.0330000000000155,"FrontWall","CartoonTeacher"
"969","001",187.455,0.0349999999999966,"CartoonTeacher","FrontWall"
"970","001",187.657,0.0219999999999914,"FrontWall","CartoonTeacher"
"971","001",188.17,0.0220000000000198,"CartoonTeacher","FrontWall"
"972","001",188.394,0.156999999999982,"FrontWall","Screen_95"
"973","001",188.574,0.0199999999999818,"Screen_95","S16_C"
"974","001",188.594,0.0229999999999961,"S16_C","Screen_95"
"975","001",188.726,0.0219999999999914,"Screen_95","FrontWall"
"976","001",188.748,0.021000000000015,"FrontWall","S16_C"
"977","001",189.679,0.0229999999999961,"S16_C","Screen_95"
"978","001",189.724,0.109000000000009,"Screen_95","leftwall_5"
"979","001",189.833,0.0229999999999961,"leftwall_5","S14_C"
"980","001",189.856,0.021000000000015,"S14_C","leftwall_5"
"981","001",189.877,0.0219999999999914,"leftwall_5","FrontWall"
"982","001",189.989,0.0209999999999866,"FrontWall","leftwall_5"
"983","001",190.033,0.0230000000000246,"leftwall_5","S14_C"
"984","001",190.28,0.113,"S14_C","Screen_95"
"985","001",190.393,0.0229999999999961,"Screen_95","FrontWall"
"986","001",190.437,0.0209999999999866,"FrontWall","Screen_95"
"987","001",190.458,0.021000000000015,"Screen_95","FrontWall"
"988","001",190.479,0.0239999999999725,"FrontWall","Screen_95"
"989","001",190.565,0.0219999999999914,"Screen_95","FrontWall"
"990","001",190.587,0.0230000000000246,"FrontWall","Screen_95"
"991","001",190.61,0.0219999999999914,"Screen_95","FrontWall"
"992","001",191.143,0.0240000000000009,"FrontWall","Screen_95"
"993","001",192.399,0.0209999999999866,"Screen_95","CartoonTeacher"
"994","001",192.687,0.0229999999999961,"CartoonTeacher","Screen_95"
"995","001",192.979,0.0669999999999789,"Screen_95","CartoonTeacher"
"996","001",194.097,0.032999999999987,"CartoonTeacher","Screen_95"
"997","001",194.13,0.0330000000000155,"Screen_95","CartoonTeacher"
"998","001",194.196,0.0339999999999918,"CartoonTeacher","Screen_95"
"999","001",194.23,0.0330000000000155,"Screen_95","CartoonTeacher"
"1000","001",194.263,0.0339999999999918,"CartoonTeacher","Screen_95"
"1001","001",194.297,0.0320000000000107,"Screen_95","CartoonTeacher"
"1002","001",194.429,0.0999999999999943,"CartoonTeacher","SM_Blackboard_Tafel_unten_low_101"
"1003","001",194.63,0.0339999999999918,"SM_Blackboard_Tafel_unten_low_101","SM_Blackboard_Schiene_low_99"
"1004","001",194.664,0.0320000000000107,"SM_Blackboard_Schiene_low_99","FrontWall"
"1005","001",194.696,0.0330000000000155,"FrontWall","SM_Blackboard_Schiene_low_99"
"1006","001",194.729,0.032999999999987,"SM_Blackboard_Schiene_low_99","leftwall"
"1007","001",194.762,0.0339999999999918,"leftwall","leftwall_5"
"1008","001",194.986,0.0220000000000198,"leftwall_5","S14_C"
"1009","001",195.008,0.0229999999999961,"S14_C","leftwall"
"1010","001",195.053,0.0219999999999914,"leftwall","S13_C"
"1011","001",195.208,0.021000000000015,"S13_C","fronttestobject"
"1012","001",195.229,0.0239999999999725,"fronttestobject","S13_C"
"1013","001",195.367,0.0240000000000009,"S13_C","leftwall"
"1014","001",195.391,0.0229999999999961,"leftwall","fronttable"
"1015","001",195.414,0.021000000000015,"fronttable","leftwall"
"1016","001",195.435,0.0250000000000057,"leftwall","S13_C"
"1017","001",195.46,0.0219999999999914,"S13_C","fronttable"
"1018","001",195.482,0.0229999999999961,"fronttable","S13_C"
"1019","001",195.646,0.021000000000015,"S13_C","S12_C"
"1020","001",195.667,0.0240000000000009,"S12_C","S13_C"
"1021","001",195.785,0.0219999999999914,"S13_C","S14_C"
"1022","001",196.496,0.0339999999999918,"S14_C","leftwall"
"1023","001",196.818,0.0229999999999961,"leftwall","window1"
"1024","001",197.109,0.0219999999999914,"window1","leftwall"
"1025","001",197.247,0.025999999999982,"leftwall","window1"
"1026","001",197.515,0.021000000000015,"window1","S13_C"
"1027","001",197.536,0.0229999999999961,"S13_C","window1"
"1028","001",197.579,0.0219999999999914,"window1","S13_C"
"1029","001",197.996,0.0900000000000034,"S13_C","leftwall"
"1030","001",198.086,0.0209999999999866,"leftwall","leftwall_5"
"1031","001",198.13,0.0219999999999914,"leftwall_5","leftwall"
"1032","001",198.199,0.0240000000000009,"leftwall","leftwall_5"
"1033","001",198.245,0.0209999999999866,"leftwall_5","leftwall"
"1034","001",198.29,0.0229999999999961,"leftwall","leftwall_5"
"1035","001",198.423,0.0219999999999914,"leftwall_5","leftwall"
"1036","001",198.467,0.0209999999999866,"leftwall","leftwall_5"
"1037","001",198.53,0.0219999999999914,"leftwall_5","S14_C"
"1038","001",198.552,0.021000000000015,"S14_C","leftwall_5"
"1039","001",198.573,0.0240000000000009,"leftwall_5","S14_C"
"1040","001",198.662,0.0660000000000025,"S14_C","leftwall"
"1041","001",198.728,0.0240000000000009,"leftwall","S13_C"
"1042","001",198.907,0.0229999999999961,"S13_C","leftwall"
"1043","001",199.019,0.0209999999999866,"leftwall","S14_C"
"1044","001",199.04,0.0220000000000198,"S14_C","leftwall"
"1045","001",199.087,0.112000000000023,"leftwall","FloorFront"
"1046","001",199.199,0.0229999999999961,"FloorFront","FrontWall"
"1047","001",199.62,0.0209999999999866,"FrontWall","SM_Blackboard_Tafel_unten_low_101"
"1048","001",199.641,0.0240000000000009,"SM_Blackboard_Tafel_unten_low_101","FrontWall"
"1049","001",199.665,0.0229999999999961,"FrontWall","SM_Blackboard_Tafel_unten_low_101"
"1050","001",199.883,0.0219999999999914,"SM_Blackboard_Tafel_unten_low_101","FrontWall"
"1051","001",199.905,0.0219999999999914,"FrontWall","Screen_95"
"1052","001",200.84,0.0240000000000009,"Screen_95","CartoonTeacher"
"1053","001",201.439,0.021000000000015,"CartoonTeacher","Screen_95"
"1054","001",201.661,0.0229999999999961,"Screen_95","FrontWall"
"1055","001",201.706,0.0230000000000246,"FrontWall","SM_Blackboard_Schiene_low_99"
"1056","001",201.729,0.0219999999999914,"SM_Blackboard_Schiene_low_99","S14_C"
"1057","001",201.948,0.032999999999987,"S14_C","S13_C"
"1058","001",202.849,0.0889999999999986,"S13_C","window1"
"1059","001",202.985,0.0219999999999914,"window1","S13_C"
"1060","001",203.03,0.0229999999999961,"S13_C","window1"
"1061","001",203.075,0.0230000000000246,"window1","S13_C"
"1062","001",203.471,0.0240000000000009,"S13_C","window1"
"1063","001",203.763,0.0180000000000007,"window1","S13_C"
"1064","001",204.439,0.0240000000000009,"S13_C","S12_C"
"1065","001",204.488,0.0260000000000105,"S12_C","S13_C"
"1066","001",205.637,0.111999999999995,"S13_C","FloorFront"
"1067","001",205.749,0.0240000000000009,"FloorFront","Screen_95"
"1068","001",205.773,0.0229999999999961,"Screen_95","FrontWall"
"1069","001",205.796,0.0240000000000009,"FrontWall","Screen_95"
"1070","001",205.82,0.021000000000015,"Screen_95","FrontWall"
"1071","001",205.864,0.0240000000000009,"FrontWall","Screen_95"
"1072","001",206.325,0.134000000000015,"Screen_95","FrontWall"
"1073","001",206.481,0.021000000000015,"FrontWall","Screen_95"
"1074","001",206.526,0.0209999999999866,"Screen_95","FrontWall"
"1075","001",206.57,0.0220000000000198,"FrontWall","Screen_95"
"1076","001",206.592,0.0219999999999914,"Screen_95","FrontWall"
"1077","001",206.681,0.0219999999999914,"FrontWall","Screen_95"
"1078","001",207.027,0.0220000000000198,"Screen_95","CartoonTeacher"
"1079","001",207.097,0.0229999999999961,"CartoonTeacher","Screen_95"
"1080","001",207.17,0.110000000000014,"Screen_95","CartoonTeacher"
"1081","001",207.324,0.0229999999999961,"CartoonTeacher","Screen_95"
"1082","001",207.37,0.0209999999999866,"Screen_95","CartoonTeacher"
"1083","001",207.635,0.0229999999999961,"CartoonTeacher","Screen_95"
"1084","001",207.68,0.0219999999999914,"Screen_95","CartoonTeacher"
"1085","001",207.973,0.0240000000000009,"CartoonTeacher","Screen_95"
"1086","001",208.019,0.0219999999999914,"Screen_95","CartoonTeacher"
"1087","001",208.48,0.0220000000000198,"CartoonTeacher","Screen_95"
"1088","001",208.502,0.0209999999999866,"Screen_95","CartoonTeacher"
"1089","001",208.859,0.225999999999999,"CartoonTeacher","window1"
"1090","001",209.085,0.0209999999999866,"window1","leftwall"
"1091","001",209.106,0.0219999999999914,"leftwall","window1"
"1092","001",209.282,0.0209999999999866,"window1","leftwall"
"1093","001",209.571,0.0240000000000009,"leftwall","window1"
"1094","001",209.962,0.0230000000000246,"window1","leftwall"
"1095","001",210.124,0.0219999999999914,"leftwall","window1"
"1096","001",210.146,0.0220000000000198,"window1","leftwall"
"1097","001",210.191,0.0229999999999961,"leftwall","window1"
"1098","001",210.479,0.0319999999999823,"window1","S13_C"
"1099","001",210.678,0.0330000000000155,"S13_C","leftwall"
"1100","001",210.744,0.0339999999999918,"leftwall","S14_C"
"1101","001",210.811,0.0339999999999918,"S14_C","S13_C"
"1102","001",212.222,0.0229999999999961,"S13_C","S14_C"
"1103","001",212.245,0.109999999999985,"S14_C","FloorFront"
"1104","001",212.355,0.0229999999999961,"FloorFront","FrontWall"
"1105","001",212.378,0.0220000000000198,"FrontWall","CartoonTeacher"
"1106","001",212.4,0.0219999999999914,"CartoonTeacher","FrontWall"
"1107","001",212.422,0.0219999999999914,"FrontWall","CartoonTeacher"
"1108","001",212.489,0.0219999999999914,"CartoonTeacher","FrontWall"
"1109","001",212.917,0.0200000000000102,"FrontWall","CartoonTeacher"
"1110","001",212.96,0.0209999999999866,"CartoonTeacher","FrontWall"
"1111","001",213.003,0.0220000000000198,"FrontWall","S14_C"
"1112","001",213.047,0.0190000000000055,"S14_C","S13_C"
"1113","001",213.066,0.0219999999999914,"S13_C","S14_C"
"1114","001",213.111,0.021000000000015,"S14_C","S13_C"
"1115","001",213.579,0.0250000000000057,"S13_C","S14_C"
"1116","001",213.604,0.0229999999999961,"S14_C","S13_C"
"1117","001",213.648,0.0229999999999961,"S13_C","S14_C"
"1118","001",213.671,0.0229999999999961,"S14_C","leftwall"
"1119","001",213.717,0.0209999999999866,"leftwall","S13_C"
"1120","001",213.738,0.0229999999999961,"S13_C","leftwall"
"1121","001",213.761,0.021000000000015,"leftwall","S13_C"
"1122","001",214.065,0.0219999999999914,"S13_C","S14_C"
"1123","001",214.087,0.0230000000000246,"S14_C","leftwall"
"1124","001",214.198,0.0240000000000009,"leftwall","S13_C"
"1125","001",214.466,0.11099999999999,"S13_C","FloorFront"
"1126","001",214.599,0.0260000000000105,"FloorFront","Screen_95"
"1127","001",214.914,0.0230000000000246,"Screen_95","CartoonTeacher"
"1128","001",215.826,0.021000000000015,"CartoonTeacher","Screen_95"
"1129","001",216.045,0.0200000000000102,"Screen_95","CartoonTeacher"
"1130","001",216.065,0.0240000000000009,"CartoonTeacher","Screen_95"
"1131","001",216.868,0.0229999999999961,"Screen_95","S16_C"
"1132","001",217.131,0.0670000000000073,"S16_C","Screen_95"
"1133","001",218.263,0.0319999999999823,"Screen_95","S16_C"
"1134","001",218.295,0.0340000000000202,"S16_C","Screen_95"
"1135","001",218.329,0.0339999999999918,"Screen_95","S16_C"
"1136","001",218.396,0.0330000000000155,"S16_C","Screen_95"
"1137","001",218.563,0.0330000000000155,"Screen_95","CartoonTeacher"
"1138","001",219.885,0.0330000000000155,"CartoonTeacher","Screen_95"
"1139","001",220.82,0.0200000000000102,"Screen_95","CartoonTeacher"
"1140","001",220.84,0.0219999999999914,"CartoonTeacher","Screen_95"
"1141","001",220.885,0.0220000000000198,"Screen_95","CartoonTeacher"
"1142","001",221.362,0.0360000000000014,"CartoonTeacher","Screen_95"
"1143","001",222.497,0.197999999999979,"Screen_95","CartoonTeacher"
"1144","001",223.117,0.165999999999997,"CartoonTeacher","frontcabin"
"1145","001",223.35,0.0330000000000155,"frontcabin","empty"
"1146","001",223.383,0.032999999999987,"empty","frontcabin"
"1147","001",224.083,0.0900000000000034,"frontcabin","Screen_95"
"1148","001",227.894,0.0229999999999961,"Screen_95","CartoonTeacher"
"1149","001",228.182,0.0220000000000198,"CartoonTeacher","Screen_95"
"1150","001",228.204,0.0229999999999961,"Screen_95","S16_C"
"1151","001",228.227,0.0229999999999961,"S16_C","frontcabin"
"1152","001",228.805,0.0209999999999866,"frontcabin","FrontWall"
"1153","001",228.826,0.0220000000000198,"FrontWall","S16_C"
"1154","001",228.848,0.0229999999999961,"S16_C","Screen_95"
"1155","001",229.304,0.032999999999987,"Screen_95","CartoonTeacher"
"1156","001",230.213,0.0220000000000198,"CartoonTeacher","Screen_95"
"1157","001",230.701,0.0229999999999961,"Screen_95","CartoonTeacher"
"1158","001",230.724,0.021000000000015,"CartoonTeacher","Screen_95"
"1159","001",231.459,0.0219999999999914,"Screen_95","S16_C"
"1160","001",231.816,0.0240000000000009,"S16_C","Screen_95"
"1161","001",231.861,0.0240000000000009,"Screen_95","CartoonTeacher"
"1162","001",232.213,0.0330000000000155,"CartoonTeacher","Screen_95"
"1163","001",232.412,0.0339999999999918,"Screen_95","CartoonTeacher"
"1164","001",232.668,0.0209999999999866,"CartoonTeacher","Screen_95"
"1165","001",232.689,0.0229999999999961,"Screen_95","CartoonTeacher"
"1166","001",233.668,0.032999999999987,"CartoonTeacher","Screen_95"
"1167","001",235.479,0.0339999999999918,"Screen_95","CartoonTeacher"
"1168","001",235.711,0.0669999999999789,"CartoonTeacher","Screen_95"
"1169","001",237.734,0.0219999999999914,"Screen_95","CartoonTeacher"
"1170","001",238.678,0.0330000000000155,"CartoonTeacher","SM_Blackboard_Tafel_unten_low_101"
"1171","001",239.378,0.0220000000000198,"SM_Blackboard_Tafel_unten_low_101","FrontWall"
"1172","001",239.4,0.0219999999999914,"FrontWall","CartoonTeacher"
"1173","001",239.688,0.0230000000000246,"CartoonTeacher","Screen_95"
"1174","001",240.399,0.032999999999987,"Screen_95","CartoonTeacher"
"1175","001",240.498,0.0330000000000155,"CartoonTeacher","Screen_95"
"1176","001",240.531,0.0339999999999918,"Screen_95","CartoonTeacher"
"1177","001",240.731,0.0349999999999966,"CartoonTeacher","Screen_95"
"1178","001",240.988,0.0219999999999914,"Screen_95","CartoonTeacher"
"1179","001",242.365,0.0219999999999914,"CartoonTeacher","FrontWall"
"1180","001",242.542,0.0250000000000057,"FrontWall","SM_Blackboard_Schiene_low_99"
"1181","001",242.567,0.0209999999999866,"SM_Blackboard_Schiene_low_99","CartoonTeacher"
"1182","001",242.657,0.0229999999999961,"CartoonTeacher","Screen_95"
"1183","001",242.813,1.12800000000001,"Screen_95","CartoonTeacher"
"1184","001",244.142,0.021000000000015,"CartoonTeacher","Screen_95"
"1185","001",244.32,0.0250000000000057,"Screen_95","CartoonTeacher"
"1186","001",247.306,0.0999999999999943,"CartoonTeacher","Screen_95"
"1187","001",247.906,0.144999999999982,"Screen_95","FrontWall"
"1188","001",248.472,0.0240000000000009,"FrontWall","S14_C"
"1189","001",248.517,0.0240000000000009,"S14_C","leftwall_5"
"1190","001",248.541,0.0229999999999961,"leftwall_5","S14_C"
"1191","001",248.586,0.0249999999999773,"S14_C","leftwall_5"
"1192","001",248.611,0.021000000000015,"leftwall_5","S14_C"
"1193","001",248.794,0.018999999999977,"S14_C","FrontWall"
"1194","001",249.031,0.0219999999999914,"FrontWall","CartoonTeacher"
"1195","001",249.293,0.0229999999999961,"CartoonTeacher","Screen_95"
"1196","001",249.561,0.0229999999999961,"Screen_95","CartoonTeacher"
"1197","001",249.584,0.0229999999999961,"CartoonTeacher","Screen_95"
"1198","001",249.63,0.0240000000000009,"Screen_95","CartoonTeacher"
"1199","001",250.227,0.0219999999999914,"CartoonTeacher","Screen_95"
"1200","001",250.249,0.0229999999999961,"Screen_95","FrontWall"
"1201","001",250.79,0.0260000000000105,"FrontWall","SM_Blackboard_Schiene_low_99"
"1202","001",250.816,0.0229999999999961,"SM_Blackboard_Schiene_low_99","Screen_95"
"1203","001",254.307,0.0230000000000246,"Screen_95","FrontWall"
"1204","001",254.77,0.0209999999999866,"FrontWall","Screen_95"
"1205","001",255.596,0.0229999999999961,"Screen_95","CartoonTeacher"
"1206","001",255.79,0.0250000000000057,"CartoonTeacher","Screen_95"
"1207","001",257.667,0.0340000000000487,"Screen_95","FrontWall"
"1208","001",259.846,0.0240000000000009,"FrontWall","CartoonTeacher"
"1209","001",259.892,0.0219999999999914,"CartoonTeacher","FrontWall"
"1210","001",259.914,0.0219999999999914,"FrontWall","CartoonTeacher"
"1211","001",261.074,0.0219999999999914,"CartoonTeacher","FrontWall"
"1212","001",261.096,0.0269999999999868,"FrontWall","CartoonTeacher"
"1213","001",261.189,0.0339999999999918,"CartoonTeacher","FrontWall"
"1214","001",262.322,0.0219999999999914,"FrontWall","CartoonTeacher"
"1215","001",262.344,0.0219999999999914,"CartoonTeacher","FrontWall"
"1216","001",262.366,0.0230000000000246,"FrontWall","CartoonTeacher"
"1217","001",262.483,0.0219999999999914,"CartoonTeacher","FrontWall"
"1218","001",262.728,0.0229999999999677,"FrontWall","CartoonTeacher"
"1219","001",263.704,0.0229999999999677,"CartoonTeacher","FrontWall"
"1220","001",263.727,0.0200000000000387,"FrontWall","CartoonTeacher"
"1221","001",264.055,0.0219999999999914,"CartoonTeacher","FrontWall"
"1222","001",264.143,0.0230000000000246,"FrontWall","CartoonTeacher"
"1223","001",264.254,0.0229999999999677,"CartoonTeacher","FrontWall"
"1224","001",264.277,0.0219999999999914,"FrontWall","CartoonTeacher"
"1225","001",264.344,0.0219999999999914,"CartoonTeacher","FrontWall"
"1226","001",264.988,0.021000000000015,"FrontWall","CartoonTeacher"
"1227","001",265.009,0.0219999999999914,"CartoonTeacher","FrontWall"
"1228","001",265.189,0.10899999999998,"FrontWall","CartoonTeacher"
"1229","001",265.298,0.0219999999999914,"CartoonTeacher","FrontWall"
"1230","001",265.342,0.0219999999999914,"FrontWall","CartoonTeacher"
"1231","001",265.565,0.0230000000000246,"CartoonTeacher","FrontWall"
"1232","001",267.619,0.0239999999999441,"FrontWall","CartoonTeacher"
"1233","001",267.643,0.021000000000015,"CartoonTeacher","FrontWall"
"1234","001",268.441,0.0220000000000482,"FrontWall","Screen_95"
"1235","001",268.973,0.0449999999999591,"Screen_95","CartoonTeacher"
"1236","001",269.018,0.0220000000000482,"CartoonTeacher","FrontWall"
"1237","001",269.268,0.0230000000000246,"FrontWall","Screen_95"
"1238","001",269.396,0.0329999999999586,"Screen_95","CartoonTeacher"
"1239","001",269.563,0.0320000000000391,"CartoonTeacher","Screen_95"
"1240","001",269.595,0.0329999999999586,"Screen_95","CartoonTeacher"
"1241","001",269.662,0.0330000000000155,"CartoonTeacher","Screen_95"
"1242","001",270.452,0.0219999999999914,"Screen_95","CartoonTeacher"
"1243","001",270.924,0.021000000000015,"CartoonTeacher","Screen_95"
"1244","001",271.618,0.0339999999999918,"Screen_95","CartoonTeacher"
"1245","001",271.928,0.0230000000000246,"CartoonTeacher","Screen_95"
"1246","001",271.951,0.0219999999999914,"Screen_95","CartoonTeacher"
"1247","001",272.018,0.0220000000000482,"CartoonTeacher","Screen_95"
"1248","001",272.152,0.0219999999999914,"Screen_95","CartoonTeacher"
"1249","001",272.487,0.0229999999999677,"CartoonTeacher","Screen_95"
"1250","001",272.534,0.0230000000000246,"Screen_95","CartoonTeacher"
"1251","001",272.667,0.0220000000000482,"CartoonTeacher","SM_Blackboard_Schiene_low_99"
"1252","001",272.689,0.0209999999999582,"SM_Blackboard_Schiene_low_99","SM_Blackboard_Tafel_unten_low_101"
"1253","001",272.822,0.021000000000015,"SM_Blackboard_Tafel_unten_low_101","SM_Blackboard_Schiene_low_99"
"1254","001",272.843,0.0209999999999582,"SM_Blackboard_Schiene_low_99","FrontWall"
"1255","001",272.864,0.021000000000015,"FrontWall","CartoonTeacher"
"1256","001",272.885,0.0219999999999914,"CartoonTeacher","FrontWall"
"1257","001",272.907,0.0219999999999914,"FrontWall","CartoonTeacher"
"1258","001",273.193,0.0219999999999914,"CartoonTeacher","Screen_95"
"1259","001",273.26,0.0219999999999914,"Screen_95","CartoonTeacher"
"1260","001",273.371,0.0219999999999914,"CartoonTeacher","Screen_95"
"1261","001",273.393,0.0230000000000246,"Screen_95","CartoonTeacher"
"1262","001",273.555,0.0219999999999914,"CartoonTeacher","SM_Blackboard_Tafel_unten_low_101"
"1263","001",273.62,0.0219999999999914,"SM_Blackboard_Tafel_unten_low_101","CartoonTeacher"
"1264","001",274.106,0.021000000000015,"CartoonTeacher","SM_Blackboard_Tafel_unten_low_101"
"1265","001",274.24,0.0219999999999914,"SM_Blackboard_Tafel_unten_low_101","CartoonTeacher"
"1266","001",274.396,0.156999999999982,"CartoonTeacher","Screen_95"
"1267","001",274.598,0.0219999999999914,"Screen_95","S16_C"
"1268","001",274.62,0.021000000000015,"S16_C","Screen_95"
"1269","001",274.641,0.0229999999999677,"Screen_95","SM_Blackboard_Tafel_unten_low_101"
"1270","001",274.664,0.021000000000015,"SM_Blackboard_Tafel_unten_low_101","SM_Blackboard_Schiene_low_99"
"1271","001",274.685,0.0230000000000246,"SM_Blackboard_Schiene_low_99","SM_Blackboard_Tafel_unten_low_101"
"1272","001",274.73,0.0199999999999818,"SM_Blackboard_Tafel_unten_low_101","CartoonTeacher"
"1273","001",274.994,0.0219999999999914,"CartoonTeacher","SM_Blackboard_Tafel_unten_low_101"
"1274","001",275.016,0.0229999999999677,"SM_Blackboard_Tafel_unten_low_101","SM_Blackboard_Schiene_low_99"
"1275","001",275.039,0.021000000000015,"SM_Blackboard_Schiene_low_99","SM_Blackboard_Tafel_unten_low_101"
"1276","001",275.06,0.021000000000015,"SM_Blackboard_Tafel_unten_low_101","CartoonTeacher"
"1277","001",275.26,0.0219999999999914,"CartoonTeacher","SM_Blackboard_Tafel_unten_low_101"
"1278","001",275.327,0.021000000000015,"SM_Blackboard_Tafel_unten_low_101","SM_Blackboard_Schiene_low_99"
"1279","001",275.348,0.0229999999999677,"SM_Blackboard_Schiene_low_99","SM_Blackboard_Tafel_unten_low_101"
"1280","001",275.505,0.0230000000000246,"SM_Blackboard_Tafel_unten_low_101","CartoonTeacher"
"1281","001",275.76,0.0339999999999918,"CartoonTeacher","FrontWall"
"1282","001",275.827,0.0330000000000155,"FrontWall","CartoonTeacher"
"1283","001",276.759,0.0229999999999677,"CartoonTeacher","Screen_95"
"1284","001",276.96,0.0240000000000009,"Screen_95","CartoonTeacher"
"1285","001",277.251,0.134000000000015,"CartoonTeacher","FrontWall"
"1286","001",277.428,0.0219999999999914,"FrontWall","SM_Blackboard_Schiene_low_99"
"1287","001",277.45,0.021000000000015,"SM_Blackboard_Schiene_low_99","SM_Blackboard_Tafel_unten_low_101"
"1288","001",277.825,0.0219999999999914,"SM_Blackboard_Tafel_unten_low_101","FrontWall"
"1289","001",278.185,0.0230000000000246,"FrontWall","S14_C"
"1290","001",278.602,0.0230000000000246,"S14_C","leftwall_5"
